protein1 protein2 experimental database textmining combined_score
208964.PA3136 208964.PA5158 155 0 75 184
208964.PA3136 208964.PA1236 151 0 78 183
208964.PA3137 208964.PA2836 151 0 78 183
208964.PA3137 208964.PA1237 151 0 78 183
208964.PA3137 208964.PA3136 151 0 78 183
208964.PA3137 208964.PA5159 151 0 145 243
208964.PA3138 208964.PA3326 156 0 0 155
208964.PA3138 208964.PA2567 0 0 158 157
208964.PA3138 208964.PA5356 152 0 0 151
208964.PA3138 208964.PA4112 0 0 371 371
208964.PA3138 208964.PA1935 531 0 164 591
208964.PA3138 208964.PA1405 531 0 151 584
208964.PA3138 208964.PA0928 0 0 371 371
208964.PA3138 208964.PA0861 0 0 156 155
208964.PA3138 208964.PA3770 247 0 0 246
208964.PA3138 208964.PA5296 531 0 164 591
208964.PA3138 208964.PA1181 0 0 156 155
208964.PA3138 208964.PA2585 577 360 531 862
208964.PA3138 208964.PA1243 0 0 169 169
208964.PA3138 208964.PA1627 152 0 0 151
208964.PA3138 208964.PA5443 531 0 429 720
208964.PA3138 208964.PA4234 806 360 557 940
208964.PA3138 208964.PA4946 0 360 0 360
208964.PA3138 208964.PA3989 195 0 0 195
208964.PA3138 208964.PA2735 202 0 0 202
208964.PA3138 208964.PA1801 156 0 0 155
208964.PA3138 208964.PA3947 0 0 151 150
208964.PA3138 208964.PA3946 0 0 371 371
208964.PA3138 208964.PA3271 0 0 241 240
208964.PA3138 208964.PA4769 152 0 0 151
208964.PA3139 208964.PA4434 191 0 0 191
208964.PA3139 208964.PA3299 213 0 95 257
208964.PA3139 208964.PA2531 0 900 0 900
208964.PA3139 208964.PA3300 213 0 95 257
208964.PA3139 208964.PA3795 191 0 0 191
208964.PA3139 208964.PA1739 191 0 0 191
208964.PA3139 208964.PA4992 191 0 0 191
208964.PA3139 208964.PA3924 213 0 95 257
208964.PA3139 208964.PA1215 213 0 95 257
208964.PA3139 208964.PA0870 0 900 0 900
208964.PA3139 208964.PA3166 0 0 412 412
208964.PA3139 208964.PA3165 0 900 0 900
208964.PA3139 208964.PA1127 191 0 0 191
208964.PA3139 208964.PA2557 213 0 95 257
208964.PA3139 208964.PA2535 191 0 0 191
208964.PA3139 208964.PA2424 213 0 235 372
208964.PA3139 208964.PA3860 213 0 95 257
208964.PA3139 208964.PA4198 213 0 95 257
208964.PA3139 208964.PA4447 0 900 0 900
208964.PA3139 208964.PA2893 213 0 95 257
208964.PA3140 208964.PA2984 0 0 479 479
208964.PA3140 208964.PA0489 0 0 358 358
208964.PA3141 208964.PA4056 208 0 0 208
208964.PA3141 208964.PA3155 0 0 225 224
208964.PA3141 208964.PA3552 0 0 225 224
208964.PA3142 208964.PA3498 170 0 0 169
208964.PA3142 208964.PA5411 170 0 0 169
208964.PA3142 208964.PA4905 170 0 0 169
208964.PA3144 208964.PA4905 170 0 0 169
208964.PA3144 208964.PA3498 170 0 0 169
208964.PA3144 208964.PA5411 170 0 0 169
208964.PA3146 208964.PA5162 244 0 0 243
208964.PA3146 208964.PA4751 153 0 0 152
208964.PA3146 208964.PA4251 511 0 0 511
208964.PA3146 208964.PA4432 434 0 98 467
208964.PA3146 208964.PA2619 364 124 0 419
208964.PA3146 208964.PA3426 210 0 0 210
208964.PA3146 208964.PA4239 512 244 0 615
208964.PA3146 208964.PA4258 512 0 0 512
208964.PA3146 208964.PA4935 434 0 0 434
208964.PA3146 208964.PA3600 371 0 0 371
208964.PA3146 208964.PA1538 206 0 0 206
208964.PA3146 208964.PA2970 434 0 0 434
208964.PA3146 208964.PA1748 210 0 0 210
208964.PA3146 208964.PA4330 210 0 0 210
208964.PA3146 208964.PA4256 512 0 0 512
208964.PA3146 208964.PA2890 210 0 0 210
208964.PA3146 208964.PA4272 426 0 0 426
208964.PA3146 208964.PA2851 417 0 0 416
208964.PA3146 208964.PA3134 381 0 0 381
208964.PA3146 208964.PA2013 210 0 0 210
208964.PA3146 208964.PA5393 206 0 0 206
208964.PA3146 208964.PA4249 512 333 61 667
208964.PA3146 208964.PA3331 138 0 95 186
208964.PA3146 208964.PA0770 423 0 0 422
208964.PA3146 208964.PA4263 512 0 0 512
208964.PA3146 208964.PA4248 512 0 0 512
208964.PA3146 208964.PA4243 357 0 0 357
208964.PA3146 208964.PA4366 378 0 55 387
208964.PA3146 208964.PA0744 210 0 0 210
208964.PA3146 208964.PA1794 381 0 0 381
208964.PA3146 208964.PA4245 508 0 0 508
208964.PA3146 208964.PA0964 154 0 0 153
208964.PA3146 208964.PA4266 394 0 0 394
208964.PA3146 208964.PA1578 328 0 0 328
208964.PA3146 208964.PA3679 138 0 95 186
208964.PA3146 208964.PA4567 434 0 0 434
208964.PA3146 208964.PA5316 434 0 0 434
208964.PA3146 208964.PA3014 210 0 0 210
208964.PA3146 208964.PA4468 378 0 55 387
208964.PA3146 208964.PA0702 144 0 98 194
208964.PA3146 208964.PA2748 244 0 0 243
208964.PA3146 208964.PA2475 138 0 95 186
208964.PA3146 208964.PA3742 434 0 0 434
208964.PA3146 208964.PA1240 210 0 0 210
208964.PA3146 208964.PA4247 509 0 0 509
208964.PA3146 208964.PA4268 512 319 0 653
208964.PA3146 208964.PA4807 328 0 0 328
208964.PA3146 208964.PA1021 210 0 0 210
208964.PA3146 208964.PA0639 258 145 0 338
208964.PA3146 208964.PA1208 206 0 0 206
208964.PA3146 208964.PA1191 357 0 0 357
208964.PA3146 208964.PA1243 0 0 156 155
208964.PA3146 208964.PA2071 394 0 0 394
208964.PA3146 208964.PA4250 512 319 0 653
208964.PA3146 208964.PA3656 512 319 61 660
208964.PA3146 208964.PA2122 426 0 0 426
208964.PA3146 208964.PA4254 512 333 0 660
208964.PA3146 208964.PA4261 496 0 0 495
208964.PA3146 208964.PA4257 512 333 0 660
208964.PA3146 208964.PA4244 512 0 0 512
208964.PA3146 208964.PA3746 359 0 0 359
208964.PA3146 208964.PA4253 512 0 0 512
208964.PA3146 208964.PA3591 210 0 0 210
208964.PA3146 208964.PA4255 508 0 0 508
208964.PA3146 208964.PA4240 512 250 0 618
208964.PA3146 208964.PA4433 512 0 0 512
208964.PA3146 208964.PA4264 512 248 0 617
208964.PA3146 208964.PA2102 258 145 0 338
208964.PA3146 208964.PA1821 210 0 0 210
208964.PA3146 208964.PA4744 169 0 0 169
208964.PA3146 208964.PA4237 434 0 0 434
208964.PA3146 208964.PA1629 210 0 0 210
208964.PA3146 208964.PA4267 512 244 0 615
208964.PA3146 208964.PA4260 510 0 0 510
208964.PA3146 208964.PA5315 434 0 0 434
208964.PA3146 208964.PA0546 254 350 101 526
208964.PA3146 208964.PA1562 361 0 0 361
208964.PA3146 208964.PA4274 489 0 0 489
208964.PA3146 208964.PA4054 152 0 0 151
208964.PA3146 208964.PA4760 357 0 0 357
208964.PA3146 208964.PA4242 371 0 0 371
208964.PA3146 208964.PA4252 495 0 0 495
208964.PA3146 208964.PA3657 244 0 0 243
208964.PA3146 208964.PA2097 206 0 0 206
208964.PA3146 208964.PA2841 210 0 0 210
208964.PA3146 208964.PA4259 511 322 0 654
208964.PA3146 208964.PA4724 381 0 0 381
208964.PA3146 208964.PA4741 512 319 0 653
208964.PA3146 208964.PA4262 512 325 0 656
208964.PA3146 208964.PA0794 361 0 0 361
208964.PA3146 208964.PA4980 210 0 0 210
208964.PA3146 208964.PA4241 512 277 0 632
208964.PA3146 208964.PA0555 328 0 0 328
208964.PA3146 208964.PA1737 210 0 0 210
208964.PA3146 208964.PA4069 244 0 0 243
208964.PA3146 208964.PA1897 144 0 98 194
208964.PA3146 208964.PA2767 210 0 0 210
208964.PA3146 208964.PA4246 512 325 58 662
208964.PA3146 208964.PA3745 455 0 46 457
208964.PA3146 208964.PA0745 210 0 0 210
208964.PA3146 208964.PA4273 447 0 0 447
208964.PA3147 208964.PA2218 298 0 0 298
208964.PA3147 208964.PA1888 298 0 0 298
208964.PA3147 208964.PA3829 298 0 0 298
208964.PA3147 208964.PA0590 179 0 77 209
208964.PA3147 208964.PA3695 298 0 0 298
208964.PA3148 208964.PA3770 208 0 0 208
208964.PA3149 208964.PA2218 298 0 0 298
208964.PA3149 208964.PA1888 298 0 0 298
208964.PA3149 208964.PA3829 298 0 0 298
208964.PA3149 208964.PA0590 179 0 77 209
208964.PA3149 208964.PA3695 298 0 0 298
208964.PA3150 208964.PA4056 188 0 0 188
208964.PA3150 208964.PA4054 173 0 0 173
208964.PA3150 208964.PA0380 501 0 0 501
208964.PA3151 208964.PA3152 606 900 151 963
208964.PA3151 208964.PA5140 0 900 0 900
208964.PA3151 208964.PA5142 606 900 151 963
208964.PA3152 208964.PA5140 606 900 151 963
208964.PA3152 208964.PA1812 191 0 0 191
208964.PA3152 208964.PA3151 606 900 151 963
208964.PA3152 208964.PA5142 0 900 0 900
208964.PA3155 208964.PA3141 0 0 225 224
208964.PA3155 208964.PA2231 0 0 392 392
208964.PA3155 208964.PA4457 190 0 0 190
208964.PA3156 208964.PA0399 89 0 122 165
208964.PA3158 208964.PA1197 157 0 0 156
208964.PA3158 208964.PA1125 157 0 0 156
208964.PA3158 208964.PA4448 192 0 0 192
208964.PA3159 208964.PA3770 0 0 240 239
208964.PA3159 208964.PA3554 0 0 239 238
208964.PA3161 208964.PA2259 191 0 0 191
208964.PA3161 208964.PA2320 191 0 0 191
208964.PA3161 208964.PA3563 191 0 0 191
208964.PA3161 208964.PA4745 195 0 0 195
208964.PA3161 208964.PA1207 181 0 0 181
208964.PA3161 208964.PA1949 191 0 0 191
208964.PA3161 208964.PA3482 182 0 0 181
208964.PA3161 208964.PA2738 798 0 712 939
208964.PA3162 208964.PA1816 164 0 0 163
208964.PA3162 208964.PA4269 643 0 0 643
208964.PA3162 208964.PA4568 793 0 0 793
208964.PA3162 208964.PA4260 805 0 0 805
208964.PA3162 208964.PA4267 806 540 320 934
208964.PA3162 208964.PA1949 173 0 0 173
208964.PA3162 208964.PA2741 793 0 0 793
208964.PA3162 208964.PA4237 793 0 0 793
208964.PA3162 208964.PA3770 247 0 0 246
208964.PA3162 208964.PA3868 433 0 164 505
208964.PA3162 208964.PA3950 249 451 134 611
208964.PA3162 208964.PA5570 492 0 0 491
208964.PA3162 208964.PA3961 420 621 160 799
208964.PA3162 208964.PA4238 502 0 0 502
208964.PA3162 208964.PA4937 383 0 0 382
208964.PA3162 208964.PA4264 805 0 0 805
208964.PA3162 208964.PA4240 806 964 358 995
208964.PA3162 208964.PA4433 793 0 0 793
208964.PA3162 208964.PA4265 472 0 169 542
208964.PA3162 208964.PA4252 805 0 0 805
208964.PA3162 208964.PA0090 154 0 0 153
208964.PA3162 208964.PA4242 628 0 0 628
208964.PA3162 208964.PA5049 628 0 0 628
208964.PA3162 208964.PA4274 531 0 0 531
208964.PA3162 208964.PA3297 420 621 160 799
208964.PA3162 208964.PA4768 0 0 358 358
208964.PA3162 208964.PA3365 154 0 0 153
208964.PA3162 208964.PA5315 492 0 0 491
208964.PA3162 208964.PA5337 492 0 0 491
208964.PA3162 208964.PA4542 154 0 0 153
208964.PA3162 208964.PA4241 806 0 0 806
208964.PA3162 208964.PA3528 164 0 0 163
208964.PA3162 208964.PA0579 492 0 0 491
208964.PA3162 208964.PA4275 492 0 0 491
208964.PA3162 208964.PA1294 599 0 0 599
208964.PA3162 208964.PA4262 806 0 0 806
208964.PA3162 208964.PA4741 806 540 0 906
208964.PA3162 208964.PA4259 621 540 0 818
208964.PA3162 208964.PA4171 173 0 0 173
208964.PA3162 208964.PA4934 653 540 0 833
208964.PA3162 208964.PA4273 613 0 0 613
208964.PA3162 208964.PA2725 154 0 0 153
208964.PA3162 208964.PA0428 249 451 134 611
208964.PA3162 208964.PA3810 277 0 0 277
208964.PA3162 208964.PA3745 793 0 0 793
208964.PA3162 208964.PA4270 608 0 0 608
208964.PA3162 208964.PA1793 356 0 0 356
208964.PA3162 208964.PA4246 805 964 358 995
208964.PA3162 208964.PA4336 173 0 0 173
208964.PA3162 208964.PA4585 805 0 0 805
208964.PA3162 208964.PA4061 217 0 0 217
208964.PA3162 208964.PA3601 628 0 0 628
208964.PA3162 208964.PA2840 249 451 134 611
208964.PA3162 208964.PA4742 342 0 0 342
208964.PA3162 208964.PA4932 793 0 0 793
208964.PA3162 208964.PA4249 806 540 0 906
208964.PA3162 208964.PA0017 239 0 0 238
208964.PA3162 208964.PA3232 164 0 0 163
208964.PA3162 208964.PA4272 806 0 0 806
208964.PA3162 208964.PA4256 757 0 0 757
208964.PA3162 208964.PA0355 173 0 0 173
208964.PA3162 208964.PA1662 154 0 0 153
208964.PA3162 208964.PA2970 492 0 0 491
208964.PA3162 208964.PA3600 628 0 0 628
208964.PA3162 208964.PA4745 492 0 0 491
208964.PA3162 208964.PA4935 492 540 0 756
208964.PA3162 208964.PA4239 806 924 0 984
208964.PA3162 208964.PA4258 805 0 0 805
208964.PA3162 208964.PA3655 492 0 358 659
208964.PA3162 208964.PA4463 805 540 0 906
208964.PA3162 208964.PA4432 793 540 0 900
208964.PA3162 208964.PA4251 805 0 0 805
208964.PA3162 208964.PA4751 492 0 0 491
208964.PA3162 208964.PA2719 173 0 0 173
208964.PA3162 208964.PA1135 173 0 0 173
208964.PA3162 208964.PA3466 249 451 134 611
208964.PA3162 208964.PA2620 154 0 0 153
208964.PA3162 208964.PA3049 492 0 0 491
208964.PA3162 208964.PA2147 173 0 0 173
208964.PA3162 208964.PA4245 694 0 0 694
208964.PA3162 208964.PA4873 277 0 0 277
208964.PA3162 208964.PA0592 425 0 0 424
208964.PA3162 208964.PA4671 492 0 0 491
208964.PA3162 208964.PA4271 492 0 0 491
208964.PA3162 208964.PA4248 793 0 0 793
208964.PA3162 208964.PA4263 805 0 0 805
208964.PA3162 208964.PA4277 472 0 169 542
208964.PA3162 208964.PA3563 173 0 0 173
208964.PA3162 208964.PA1800 179 0 358 450
208964.PA3162 208964.PA2320 173 0 0 173
208964.PA3162 208964.PA3227 356 0 0 356
208964.PA3162 208964.PA4761 277 0 0 277
208964.PA3162 208964.PA3861 249 451 134 611
208964.PA3162 208964.PA4563 492 0 0 491
208964.PA3162 208964.PA4385 0 0 358 358
208964.PA3162 208964.PA4268 806 0 0 806
208964.PA3162 208964.PA3742 793 0 0 793
208964.PA3162 208964.PA4247 554 0 0 554
208964.PA3162 208964.PA1675 492 0 0 491
208964.PA3162 208964.PA5240 217 0 0 217
208964.PA3162 208964.PA4567 793 0 0 793
208964.PA3162 208964.PA5316 793 0 0 793
208964.PA3162 208964.PA0455 249 451 134 611
208964.PA3162 208964.PA4255 793 0 0 793
208964.PA3162 208964.PA5334 390 0 0 390
208964.PA3162 208964.PA2259 173 0 0 173
208964.PA3162 208964.PA0459 154 0 0 153
208964.PA3162 208964.PA2336 217 0 0 217
208964.PA3162 208964.PA4253 805 0 0 805
208964.PA3162 208964.PA2371 154 0 0 153
208964.PA3162 208964.PA2742 492 0 0 491
208964.PA3162 208964.PA4257 632 540 0 823
208964.PA3162 208964.PA4244 805 0 0 805
208964.PA3162 208964.PA4254 806 540 0 906
208964.PA3162 208964.PA4261 805 0 0 805
208964.PA3162 208964.PA4250 793 0 0 793
208964.PA3162 208964.PA3656 806 540 0 906
208964.PA3165 208964.PA0035 0 0 152 151
208964.PA3165 208964.PA4447 0 900 0 900
208964.PA3165 208964.PA3139 0 900 0 900
208964.PA3165 208964.PA2531 0 900 0 900
208964.PA3165 208964.PA0870 0 900 0 900
208964.PA3166 208964.PA5141 0 0 451 451
208964.PA3166 208964.PA4082 182 0 0 181
208964.PA3166 208964.PA2250 0 0 239 238
208964.PA3166 208964.PA3926 151 0 0 150
208964.PA3166 208964.PA2210 151 0 0 150
208964.PA3166 208964.PA4692 195 0 0 195
208964.PA3166 208964.PA4900 151 0 0 150
208964.PA3166 208964.PA2589 151 0 0 150
208964.PA3166 208964.PA5213 0 0 368 368
208964.PA3166 208964.PA4829 0 0 239 238
208964.PA3166 208964.PA1695 182 0 0 181
208964.PA3166 208964.PA1901 492 0 0 491
208964.PA3166 208964.PA5235 151 0 0 150
208964.PA3166 208964.PA2462 182 0 0 181
208964.PA3166 208964.PA4654 151 0 0 150
208964.PA3166 208964.PA4541 182 0 0 181
208964.PA3166 208964.PA5215 0 0 160 159
208964.PA3166 208964.PA4960 0 0 160 159
208964.PA3166 208964.PA2843 492 0 0 491
208964.PA3166 208964.PA2991 0 0 239 238
208964.PA3166 208964.PA2445 0 0 368 368
208964.PA3166 208964.PA4126 151 0 0 150
208964.PA3166 208964.PA4230 0 0 164 163
208964.PA3166 208964.PA0998 174 0 0 173
208964.PA3166 208964.PA0999 174 0 0 173
208964.PA3166 208964.PA0690 182 0 0 181
208964.PA3166 208964.PA2006 151 0 0 150
208964.PA3166 208964.PA0811 151 0 0 150
208964.PA3166 208964.PA1089 0 0 160 159
208964.PA3166 208964.PA4248 257 0 0 256
208964.PA3166 208964.PA3785 257 0 0 256
208964.PA3166 208964.PA3475 0 900 0 900
208964.PA3166 208964.PA1587 0 0 239 238
208964.PA3166 208964.PA5253 182 0 0 181
208964.PA3166 208964.PA3333 174 0 0 173
208964.PA3166 208964.PA0870 0 0 412 412
208964.PA3166 208964.PA0241 151 0 0 150
208964.PA3166 208964.PA1144 151 0 0 150
208964.PA3166 208964.PA1569 151 0 0 150
208964.PA3166 208964.PA5418 0 0 365 365
208964.PA3166 208964.PA3139 0 0 412 412
208964.PA3166 208964.PA5184 0 900 164 912
208964.PA3166 208964.PA3803 257 0 0 256
208964.PA3166 208964.PA1084 326 0 0 325
208964.PA3166 208964.PA4212 492 0 0 491
208964.PA3166 208964.PA2025 0 0 239 238
208964.PA3166 208964.PA2442 0 0 160 159
208964.PA3166 208964.PA2262 151 0 0 150
208964.PA3166 208964.PA3286 174 0 0 173
208964.PA3166 208964.PA4931 0 0 408 408
208964.PA3166 208964.PA4625 182 0 0 181
208964.PA3166 208964.PA0997 174 0 0 173
208964.PA3166 208964.PA4882 195 0 0 195
208964.PA3166 208964.PA2214 151 0 0 150
208964.PA3167 208964.PA1296 0 0 164 163
208964.PA3167 208964.PA5413 0 0 169 169
208964.PA3167 208964.PA0148 0 0 160 159
208964.PA3167 208964.PA1280 0 0 170 169
208964.PA3167 208964.PA0903 0 0 155 154
208964.PA3167 208964.PA1375 0 0 224 224
208964.PA3167 208964.PA1013 0 0 241 240
208964.PA3167 208964.PA1831 0 0 170 169
208964.PA3167 208964.PA0597 154 0 0 153
208964.PA3167 208964.PA4938 0 0 169 169
208964.PA3167 208964.PA0316 0 0 351 351
208964.PA3167 208964.PA0902 0 0 169 169
208964.PA3168 208964.PA2461 0 0 151 150
208964.PA3168 208964.PA3617 168 0 0 167
208964.PA3168 208964.PA1456 182 0 0 181
208964.PA3168 208964.PA0413 56 0 173 185
208964.PA3168 208964.PA3563 156 0 0 155
208964.PA3168 208964.PA5564 206 0 0 206
208964.PA3168 208964.PA4964 102 540 228 653
208964.PA3168 208964.PA4567 206 0 0 206
208964.PA3168 208964.PA2320 156 0 0 155
208964.PA3168 208964.PA4761 187 0 0 187
208964.PA3168 208964.PA4840 178 0 0 177
208964.PA3168 208964.PA4407 254 0 0 254
208964.PA3168 208964.PA1981 0 0 151 150
208964.PA3168 208964.PA2259 156 0 0 155
208964.PA3168 208964.PA3704 56 0 173 185
208964.PA3168 208964.PA3349 73 0 147 175
208964.PA3168 208964.PA1949 156 0 0 155
208964.PA3168 208964.PA0004 607 0 983 993
208964.PA3168 208964.PA1092 267 0 0 267
208964.PA3168 208964.PA0546 174 0 0 173
208964.PA3168 208964.PA3263 269 0 0 269
208964.PA3168 208964.PA4242 206 0 0 206
208964.PA3168 208964.PA1087 267 0 0 267
208964.PA3168 208964.PA4259 255 0 0 254
208964.PA3168 208964.PA3272 178 0 0 177
208964.PA3168 208964.PA4967 607 540 223 847
208964.PA3168 208964.PA4530 706 0 0 706
208964.PA3168 208964.PA0148 160 0 0 159
208964.PA3168 208964.PA3810 187 0 0 187
208964.PA3169 208964.PA2320 173 0 0 173
208964.PA3169 208964.PA2259 173 0 0 173
208964.PA3169 208964.PA3987 175 0 0 175
208964.PA3169 208964.PA1949 173 0 0 173
208964.PA3169 208964.PA3563 173 0 0 173
208964.PA3171 208964.PA4217 146 0 74 175
208964.PA3171 208964.PA3328 146 0 74 175
208964.PA3171 208964.PA5289 0 0 170 169
208964.PA3171 208964.PA5221 146 0 159 251
208964.PA3171 208964.PA5064 0 0 228 227
208964.PA3171 208964.PA5223 146 0 159 251
208964.PA3171 208964.PA0247 146 0 101 199
208964.PA3171 208964.PA4190 146 0 159 251
208964.PA3171 208964.PA0655 133 0 242 314
208964.PA3171 208964.PA5336 162 0 0 161
208964.PA3171 208964.PA3087 492 0 0 491
208964.PA3171 208964.PA5065 205 0 0 205
208964.PA3171 208964.PA2587 146 0 74 175
208964.PA3172 208964.PA0382 160 0 0 159
208964.PA3172 208964.PA0347 186 0 0 186
208964.PA3172 208964.PA0002 189 0 0 189
208964.PA3172 208964.PA2352 169 0 0 169
208964.PA3172 208964.PA1812 166 0 0 165
208964.PA3172 208964.PA0923 159 0 0 158
208964.PA3172 208964.PA4259 162 0 0 161
208964.PA3173 208964.PA2953 107 0 154 212
208964.PA3173 208964.PA2514 193 0 0 193
208964.PA3173 208964.PA3885 277 0 0 277
208964.PA3173 208964.PA2639 681 0 0 681
208964.PA3173 208964.PA1373 164 0 53 174
208964.PA3173 208964.PA0098 164 0 49 170
208964.PA3173 208964.PA3946 160 0 0 159
208964.PA3173 208964.PA2583 160 0 0 159
208964.PA3173 208964.PA1609 164 0 53 174
208964.PA3173 208964.PA4612 198 112 57 269
208964.PA3173 208964.PA0101 164 0 49 170
208964.PA3173 208964.PA0362 201 0 0 201
208964.PA3173 208964.PA4281 339 0 55 348
208964.PA3173 208964.PA3297 44 154 0 156
208964.PA3173 208964.PA4998 210 154 0 303
208964.PA3173 208964.PA3961 44 154 0 156
208964.PA3173 208964.PA5236 193 0 0 193
208964.PA3173 208964.PA2644 201 0 0 201
208964.PA3173 208964.PA2648 229 0 0 228
208964.PA3173 208964.PA1793 248 0 0 248
208964.PA3173 208964.PA2965 164 0 53 174
208964.PA3173 208964.PA5011 221 0 0 221
208964.PA3173 208964.PA1883 213 0 0 213
208964.PA3173 208964.PA3498 193 0 0 193
208964.PA3173 208964.PA2498 198 112 57 269
208964.PA3173 208964.PA1610 196 0 0 196
208964.PA3173 208964.PA0029 188 0 43 189
208964.PA3173 208964.PA2638 272 0 0 272
208964.PA3173 208964.PA2637 213 0 0 213
208964.PA3173 208964.PA4430 247 0 0 246
208964.PA3173 208964.PA1647 188 0 43 189
208964.PA3173 208964.PA3287 198 112 57 269
208964.PA3173 208964.PA2563 188 0 43 189
208964.PA3173 208964.PA3645 161 0 0 161
208964.PA3173 208964.PA2516 193 0 0 193
208964.PA3173 208964.PA3809 193 0 0 193
208964.PA3173 208964.PA3227 248 0 0 248
208964.PA3173 208964.PA2649 307 0 0 307
208964.PA3173 208964.PA0214 167 0 0 167
208964.PA3173 208964.PA4331 193 0 0 193
208964.PA3173 208964.PA0103 188 0 43 189
208964.PA3173 208964.PA5012 221 0 0 221
208964.PA3173 208964.PA4378 210 154 0 303
208964.PA3173 208964.PA5007 210 154 0 303
208964.PA3173 208964.PA2424 75 0 143 173
208964.PA3173 208964.PA5411 193 0 0 193
208964.PA3173 208964.PA4905 193 0 0 193
208964.PA3173 208964.PA3770 190 0 0 190
208964.PA3173 208964.PA2968 167 0 0 167
208964.PA3173 208964.PA1176 201 0 0 201
208964.PA3173 208964.PA2643 272 0 0 272
208964.PA3173 208964.PA5174 164 0 53 174
208964.PA3175 208964.PA3987 303 0 0 303
208964.PA3175 208964.PA3666 212 0 0 212
208964.PA3175 208964.PA0393 0 0 164 163
208964.PA3175 208964.PA5549 156 0 0 155
208964.PA3177 208964.PA2960 349 0 0 349
208964.PA3177 208964.PA1243 0 0 223 223
208964.PA3177 208964.PA1082 169 0 0 169
208964.PA3177 208964.PA5017 78 0 157 189
208964.PA3179 208964.PA4700 448 0 97 480
208964.PA3179 208964.PA3246 57 0 153 167
208964.PA3179 208964.PA4419 96 0 168 215
208964.PA3179 208964.PA4002 77 0 138 170
208964.PA3179 208964.PA3048 203 0 0 203
208964.PA3179 208964.PA4947 206 0 386 491
208964.PA3179 208964.PA2043 118 0 171 237
208964.PA3179 208964.PA1100 208 0 0 208
208964.PA3179 208964.PA4760 191 0 0 191
208964.PA3179 208964.PA2272 85 0 134 173
208964.PA3179 208964.PA5045 134 0 134 217
208964.PA3179 208964.PA5538 206 0 136 284
208964.PA3179 208964.PA4418 85 0 134 173
208964.PA3179 208964.PA2615 0 0 171 171
208964.PA3179 208964.PA1528 0 0 167 167
208964.PA3179 208964.PA0378 448 0 97 480
208964.PA3179 208964.PA4407 0 0 170 169
208964.PA3179 208964.PA4413 77 0 138 170
208964.PA3179 208964.PA1191 191 0 0 191
208964.PA3179 208964.PA3634 96 0 133 182
208964.PA3179 208964.PA4932 208 0 0 208
208964.PA3179 208964.PA4408 609 0 169 661
208964.PA3179 208964.PA2975 118 0 171 237
208964.PA3179 208964.PA0788 448 0 97 480
208964.PA3179 208964.PA4003 85 0 134 173
208964.PA3179 208964.PA1082 191 0 0 191
208964.PA3179 208964.PA4409 134 0 230 304
208964.PA3179 208964.PA4544 57 0 241 253
208964.PA3181 208964.PA3131 0 900 0 900
208964.PA3182 208964.PA3760 0 0 382 382
208964.PA3182 208964.PA4854 238 0 0 237
208964.PA3182 208964.PA3562 0 0 382 382
208964.PA3182 208964.PA3758 298 0 0 298
208964.PA3183 208964.PA2259 156 0 0 155
208964.PA3183 208964.PA2320 156 0 0 155
208964.PA3183 208964.PA3563 156 0 0 155
208964.PA3183 208964.PA1400 0 0 383 382
208964.PA3183 208964.PA5439 0 900 0 900
208964.PA3183 208964.PA2025 0 0 153 152
208964.PA3183 208964.PA1949 156 0 0 155
208964.PA3185 208964.PA1327 336 0 0 336
208964.PA3186 208964.PA4099 0 540 0 540
208964.PA3186 208964.PA0958 0 540 0 540
208964.PA3186 208964.PA3280 0 540 96 566
208964.PA3186 208964.PA1271 0 540 0 540
208964.PA3186 208964.PA3279 0 540 279 654
208964.PA3186 208964.PA2291 0 540 0 540
208964.PA3186 208964.PA1777 0 540 0 540
208964.PA3187 208964.PA3607 0 360 0 360
208964.PA3187 208964.PA3211 0 360 0 360
208964.PA3187 208964.PA2341 0 900 0 900
208964.PA3187 208964.PA5378 0 540 0 540
208964.PA3187 208964.PA2678 0 360 0 360
208964.PA3187 208964.PA5075 0 360 0 360
208964.PA3187 208964.PA3126 158 0 0 157
208964.PA3187 208964.PA3254 0 360 0 360
208964.PA3187 208964.PA2058 0 360 0 360
208964.PA3187 208964.PA5317 0 360 0 360
208964.PA3187 208964.PA1863 0 0 166 165
208964.PA3187 208964.PA2811 0 360 0 360
208964.PA3187 208964.PA2202 0 360 0 360
208964.PA3187 208964.PA2408 0 540 0 540
208964.PA3187 208964.PA1810 0 360 0 360
208964.PA3187 208964.PA0313 0 360 0 360
208964.PA3187 208964.PA5500 0 540 0 540
208964.PA3187 208964.PA5501 0 360 0 360
208964.PA3187 208964.PA3828 0 540 0 540
208964.PA3187 208964.PA2924 0 360 0 360
208964.PA3187 208964.PA3889 0 540 0 540
208964.PA3187 208964.PA1258 0 360 0 360
208964.PA3187 208964.PA3190 367 800 151 883
208964.PA3187 208964.PA1341 0 360 0 360
208964.PA3187 208964.PA2339 586 800 152 923
208964.PA3187 208964.PA2203 0 360 0 360
208964.PA3187 208964.PA3891 0 540 0 540
208964.PA3187 208964.PA1340 0 360 0 360
208964.PA3187 208964.PA3827 0 540 0 540
208964.PA3187 208964.PA2338 367 800 151 883
208964.PA3187 208964.PA3890 0 540 0 540
208964.PA3187 208964.PA5103 0 360 0 360
