protein1 protein2 experimental database textmining combined_score
208964.PA1553 208964.PA0523 363 0 78 387
208964.PA1553 208964.PA1556 0 900 0 900
208964.PA1553 208964.PA4431 425 0 0 424
208964.PA1553 208964.PA2257 381 0 106 422
208964.PA1553 208964.PA4571 363 0 165 445
208964.PA1553 208964.PA1555 806 0 238 845
208964.PA1553 208964.PA1983 363 0 78 387
208964.PA1553 208964.PA2077 363 0 78 387
208964.PA1553 208964.PA1555.1 0 0 152 151
208964.PA1553 208964.PA1600 363 0 78 387
208964.PA1553 208964.PA2482 381 0 106 422
208964.PA1553 208964.PA3011 219 0 0 219
208964.PA1553 208964.PA2266 363 0 78 387
208964.PA1553 208964.PA1552.1 0 0 152 151
208964.PA1554 208964.PA0105 328 0 231 461
208964.PA1554 208964.PA4571 328 0 61 342
208964.PA1554 208964.PA1555 774 0 164 802
208964.PA1554 208964.PA4429 367 0 0 367
208964.PA1554 208964.PA1319 0 360 0 360
208964.PA1554 208964.PA4431 367 0 0 367
208964.PA1554 208964.PA2257 343 0 96 380
208964.PA1554 208964.PA3929 0 360 0 360
208964.PA1554 208964.PA5248 328 0 61 342
208964.PA1554 208964.PA1556 496 0 130 542
208964.PA1554 208964.PA5490 343 0 96 380
208964.PA1554 208964.PA0523 328 0 61 342
208964.PA1554 208964.PA4619 328 0 61 342
208964.PA1554 208964.PA3930 0 360 0 360
208964.PA1554 208964.PA2077 328 0 61 342
208964.PA1554 208964.PA1320 0 360 0 360
208964.PA1554 208964.PA0509 328 0 101 370
208964.PA1554 208964.PA4133 0 360 283 521
208964.PA1554 208964.PA1983 328 0 61 342
208964.PA1554 208964.PA0519 328 0 101 370
208964.PA1554 208964.PA2078 328 0 61 342
208964.PA1554 208964.PA1734 328 0 61 342
208964.PA1554 208964.PA1600 328 0 61 342
208964.PA1554 208964.PA1553 496 0 247 604
208964.PA1554 208964.PA1557 0 360 0 360
208964.PA1554 208964.PA2266 328 0 61 342
208964.PA1554 208964.PA0517 328 0 61 342
208964.PA1554 208964.PA1552 774 0 164 802
208964.PA1554 208964.PA0007 328 0 61 342
208964.PA1554 208964.PA4430 367 360 0 577
208964.PA1554 208964.PA0106 0 360 0 360
208964.PA1554 208964.PA1856 0 360 0 360
208964.PA1554 208964.PA1941 328 0 61 342
208964.PA1554 208964.PA2482 343 0 96 380
208964.PA1555 208964.PA2194 367 0 141 433
208964.PA1555 208964.PA1451 314 0 0 313
208964.PA1555 208964.PA0509 319 0 142 390
208964.PA1555 208964.PA4133 774 0 164 802
208964.PA1555 208964.PA0519 319 0 142 390
208964.PA1555 208964.PA4882 285 0 0 284
208964.PA1555 208964.PA0105 367 0 374 586
208964.PA1555 208964.PA5418 367 0 141 433
208964.PA1555 208964.PA5354 197 0 0 197
208964.PA1555 208964.PA2566 367 0 141 433
208964.PA1555 208964.PA3868 344 0 0 343
208964.PA1555 208964.PA3710 265 0 84 297
208964.PA1555 208964.PA4100 265 0 84 297
208964.PA1555 208964.PA4265 344 0 0 343
208964.PA1555 208964.PA2265 265 0 84 297
208964.PA1555 208964.PA1450 314 0 0 313
208964.PA1555 208964.PA1087 130 0 130 210
208964.PA1555 208964.PA1554 774 0 164 802
208964.PA1555 208964.PA0108 345 0 0 345
208964.PA1555 208964.PA1092 130 0 130 210
208964.PA1555 208964.PA1553 806 0 238 845
208964.PA1555 208964.PA3822 164 0 0 163
208964.PA1555 208964.PA2714 267 0 0 267
208964.PA1555 208964.PA0536 314 0 0 313
208964.PA1555 208964.PA3875 361 0 0 361
208964.PA1555 208964.PA4571 368 0 371 585
208964.PA1555 208964.PA2481 368 0 232 493
208964.PA1555 208964.PA1319 345 0 0 345
208964.PA1555 208964.PA2345 367 0 141 433
208964.PA1555 208964.PA1779 267 0 0 267
208964.PA1555 208964.PA1556 806 0 238 845
208964.PA1555 208964.PA0524 348 0 0 347
208964.PA1555 208964.PA2961 164 0 0 163
208964.PA1555 208964.PA1552.1 135 0 234 309
208964.PA1555 208964.PA0516 319 0 0 319
208964.PA1555 208964.PA5355 197 0 0 197
208964.PA1555 208964.PA0106 367 0 236 495
208964.PA1555 208964.PA3032 0 0 233 232
208964.PA1555 208964.PA4692 285 0 0 284
208964.PA1555 208964.PA0521 345 0 0 345
208964.PA1555 208964.PA5398 367 0 158 444
208964.PA1555 208964.PA4811 422 0 170 499
208964.PA1555 208964.PA1318 367 0 236 495
208964.PA1555 208964.PA4429 349 0 0 349
208964.PA1555 208964.PA1317 367 0 238 497
208964.PA1555 208964.PA4587 0 0 233 232
208964.PA1555 208964.PA3874 349 0 0 349
208964.PA1555 208964.PA5327 197 0 0 197
208964.PA1555 208964.PA1552 0 900 134 909
208964.PA1555 208964.PA0317 197 0 0 197
208964.PA1555 208964.PA1688 319 0 0 319
208964.PA1555 208964.PA4430 427 0 363 619
208964.PA1555 208964.PA1856 774 0 164 802
208964.PA1555 208964.PA5372 265 0 84 297
208964.PA1555 208964.PA3785 563 0 0 563
208964.PA1555 208964.PA4772 197 0 0 197
208964.PA1555 208964.PA3534 267 0 0 267
208964.PA1555 208964.PA4277 344 0 0 343
208964.PA1555 208964.PA1557 774 0 164 802
208964.PA1555 208964.PA1555.1 135 0 234 309
208964.PA1555 208964.PA1174 267 0 0 267
208964.PA1555 208964.PA4986 367 0 158 444
208964.PA1555 208964.PA4431 427 0 361 618
208964.PA1555 208964.PA4140 197 0 0 197
208964.PA1555 208964.PA0364 265 0 84 297
208964.PA1555 208964.PA5181 267 0 0 267
208964.PA1555 208964.PA1266 367 0 141 433
208964.PA1555 208964.PA3026 197 0 0 197
208964.PA1555 208964.PA2124 265 0 84 297
208964.PA1555 208964.PA1416 197 0 0 197
208964.PA1555.1 208964.PA2077 135 0 78 168
208964.PA1555.1 208964.PA0519 135 0 170 251
208964.PA1555.1 208964.PA1983 135 0 78 168
208964.PA1555.1 208964.PA0509 135 0 170 251
208964.PA1555.1 208964.PA1555 135 0 234 309
208964.PA1555.1 208964.PA4571 135 0 78 168
208964.PA1555.1 208964.PA0105 135 0 151 234
208964.PA1555.1 208964.PA0523 135 0 78 168
208964.PA1555.1 208964.PA4619 135 0 78 168
208964.PA1555.1 208964.PA1556 0 0 152 151
208964.PA1555.1 208964.PA5248 135 0 78 168
208964.PA1555.1 208964.PA0007 135 0 78 168
208964.PA1555.1 208964.PA1552 135 0 234 309
208964.PA1555.1 208964.PA0517 135 0 78 168
208964.PA1555.1 208964.PA2266 135 0 78 168
208964.PA1555.1 208964.PA1941 135 0 78 168
208964.PA1555.1 208964.PA2078 135 0 78 168
208964.PA1555.1 208964.PA1553 0 0 152 151
208964.PA1555.1 208964.PA1600 135 0 78 168
208964.PA1555.1 208964.PA1734 135 0 78 168
208964.PA1556 208964.PA1600 363 0 78 387
208964.PA1556 208964.PA2266 363 0 78 387
208964.PA1556 208964.PA1552.1 0 0 152 151
208964.PA1556 208964.PA3011 219 0 0 219
208964.PA1556 208964.PA2482 381 0 106 422
208964.PA1556 208964.PA4571 363 0 165 445
208964.PA1556 208964.PA1555 806 0 238 845
208964.PA1556 208964.PA2257 381 0 106 422
208964.PA1556 208964.PA4431 425 0 0 424
208964.PA1556 208964.PA0523 363 0 78 387
208964.PA1556 208964.PA1555.1 0 0 152 151
208964.PA1556 208964.PA2077 363 0 78 387
208964.PA1556 208964.PA1983 363 0 78 387
208964.PA1556 208964.PA2078 363 0 78 387
208964.PA1556 208964.PA1734 363 0 78 387
208964.PA1556 208964.PA1553 0 900 0 900
208964.PA1556 208964.PA1557 496 0 130 542
208964.PA1556 208964.PA0517 363 0 78 387
208964.PA1556 208964.PA1552 806 0 238 845
208964.PA1556 208964.PA0007 363 0 78 387
208964.PA1556 208964.PA4430 425 0 0 424
208964.PA1556 208964.PA1856 496 0 130 542
208964.PA1556 208964.PA1941 363 0 78 387
208964.PA1556 208964.PA1554 496 0 130 542
208964.PA1556 208964.PA0105 363 0 356 572
208964.PA1556 208964.PA4429 425 0 0 424
208964.PA1556 208964.PA5248 363 0 78 387
208964.PA1556 208964.PA5490 381 0 106 422
208964.PA1556 208964.PA4619 363 0 78 387
208964.PA1556 208964.PA4133 496 0 130 542
208964.PA1556 208964.PA0509 363 0 170 448
208964.PA1556 208964.PA0519 363 0 170 448
208964.PA1557 208964.PA2078 328 0 61 342
208964.PA1557 208964.PA1600 328 0 61 342
208964.PA1557 208964.PA1734 328 0 61 342
208964.PA1557 208964.PA1553 496 0 130 542
208964.PA1557 208964.PA0517 328 0 61 342
208964.PA1557 208964.PA2266 328 0 61 342
208964.PA1557 208964.PA0007 328 0 61 342
208964.PA1557 208964.PA1552 774 0 164 802
208964.PA1557 208964.PA1856 0 360 0 360
208964.PA1557 208964.PA1941 328 0 61 342
208964.PA1557 208964.PA0106 0 360 0 360
208964.PA1557 208964.PA4430 367 360 0 577
208964.PA1557 208964.PA2482 343 0 96 380
208964.PA1557 208964.PA1554 0 360 0 360
208964.PA1557 208964.PA4429 367 0 0 367
208964.PA1557 208964.PA1555 774 0 164 802
208964.PA1557 208964.PA4571 328 0 61 342
208964.PA1557 208964.PA0105 328 0 231 461
208964.PA1557 208964.PA4431 367 0 0 367
208964.PA1557 208964.PA3929 0 360 0 360
208964.PA1557 208964.PA1319 0 360 0 360
208964.PA1557 208964.PA2257 343 0 96 380
208964.PA1557 208964.PA1556 496 0 130 542
208964.PA1557 208964.PA5248 328 0 61 342
208964.PA1557 208964.PA5490 343 0 96 380
208964.PA1557 208964.PA0523 328 0 61 342
208964.PA1557 208964.PA4619 328 0 61 342
208964.PA1557 208964.PA3930 0 360 0 360
208964.PA1557 208964.PA2077 328 0 61 342
208964.PA1557 208964.PA4133 0 360 0 360
208964.PA1557 208964.PA0509 328 0 101 370
208964.PA1557 208964.PA1320 0 360 0 360
208964.PA1557 208964.PA0519 328 0 101 370
208964.PA1557 208964.PA1983 328 0 61 342
208964.PA1561 208964.PA3706 69 0 131 156
208964.PA1561 208964.PA3705 344 0 99 383
208964.PA1561 208964.PA4056 332 0 0 332
208964.PA1561 208964.PA3349 481 0 241 589
208964.PA1561 208964.PA3704 760 0 239 809
208964.PA1561 208964.PA1821 186 0 43 187
208964.PA1561 208964.PA2177 478 0 172 549
208964.PA1561 208964.PA0267 452 0 98 484
208964.PA1561 208964.PA0177 344 0 124 400
208964.PA1561 208964.PA4885 174 0 0 173
208964.PA1561 208964.PA3348 69 0 131 156
208964.PA1561 208964.PA3462 478 0 145 534
208964.PA1561 208964.PA4983 174 0 0 173
208964.PA1561 208964.PA5200 174 0 0 173
208964.PA1561 208964.PA4781 144 0 96 193
208964.PA1561 208964.PA0928 478 0 422 685
208964.PA1561 208964.PA4196 74 0 137 166
208964.PA1561 208964.PA5360 174 0 0 173
208964.PA1561 208964.PA4032 174 0 0 173
208964.PA1561 208964.PA2841 186 0 43 187
208964.PA1561 208964.PA1637 174 0 0 173
208964.PA1561 208964.PA1459 77 0 131 163
208964.PA1561 208964.PA2137 437 0 241 554
208964.PA1561 208964.PA1464 344 0 124 400
208964.PA1561 208964.PA3192 174 0 0 173
208964.PA1561 208964.PA2786 478 0 172 549
208964.PA1561 208964.PA3204 174 0 0 173
208964.PA1561 208964.PA1976 478 0 172 549
208964.PA1561 208964.PA2890 186 0 43 187
208964.PA1561 208964.PA0413 760 0 239 809
208964.PA1561 208964.PA3426 186 0 43 187
208964.PA1561 208964.PA3947 357 0 166 440
208964.PA1561 208964.PA2523 174 0 0 173
208964.PA1561 208964.PA0575 0 0 163 163
208964.PA1561 208964.PA0409 174 0 0 173
208964.PA1561 208964.PA0929 174 0 0 173
208964.PA1561 208964.PA0744 186 0 43 187
208964.PA1561 208964.PA0410 344 0 99 383
208964.PA1561 208964.PA1799 174 0 0 173
208964.PA1561 208964.PA3974 478 0 145 534
208964.PA1561 208964.PA4856 183 0 222 337
208964.PA1561 208964.PA2809 174 0 0 173
208964.PA1561 208964.PA0756 174 0 0 173
208964.PA1561 208964.PA1240 186 0 43 187
208964.PA1561 208964.PA0175 69 0 131 156
208964.PA1561 208964.PA1437 174 0 0 173
208964.PA1561 208964.PA3703 77 0 131 163
208964.PA1561 208964.PA1243 478 0 396 671
208964.PA1561 208964.PA3346 174 0 0 173
208964.PA1561 208964.PA0463 174 0 0 173
208964.PA1561 208964.PA3077 174 0 0 173
208964.PA1561 208964.PA4101 174 0 0 173
208964.PA1561 208964.PA2686 174 0 0 173
208964.PA1561 208964.PA4982 478 0 145 534
208964.PA1561 208964.PA2479 174 0 0 173
208964.PA1561 208964.PA1629 186 0 43 187
208964.PA1561 208964.PA0412 69 0 131 156
208964.PA1561 208964.PA0179 174 0 0 173
208964.PA1561 208964.PA1179 174 0 0 173
208964.PA1561 208964.PA1458 277 800 131 863
208964.PA1561 208964.PA4112 478 0 362 652
208964.PA1561 208964.PA4980 186 0 43 187
208964.PA1561 208964.PA2767 186 0 43 187
208964.PA1561 208964.PA0745 186 0 43 187
208964.PA1561 208964.PA5364 174 0 0 173
208964.PA1561 208964.PA2657 174 0 0 173
208964.PA1561 208964.PA4381 174 0 0 173
208964.PA1561 208964.PA1748 186 0 43 187
208964.PA1561 208964.PA4330 186 0 43 187
208964.PA1561 208964.PA3946 478 0 379 661
208964.PA1561 208964.PA3271 478 0 385 665
208964.PA1561 208964.PA1396 286 0 121 345
208964.PA1561 208964.PA0414 77 0 131 163
208964.PA1561 208964.PA1456 357 0 134 419
208964.PA1561 208964.PA2013 186 0 43 187
208964.PA1561 208964.PA2572 144 0 96 193
208964.PA1561 208964.PA2824 478 0 145 534
208964.PA1561 208964.PA3707 344 0 99 383
208964.PA1561 208964.PA0173 77 0 131 163
208964.PA1561 208964.PA1946 0 0 160 159
208964.PA1561 208964.PA0178 277 800 131 863
208964.PA1561 208964.PA2583 478 0 228 579
208964.PA1561 208964.PA5017 0 0 358 358
208964.PA1561 208964.PA0408 174 0 0 173
208964.PA1561 208964.PA3591 186 0 43 187
208964.PA1561 208964.PA1611 453 0 170 526
208964.PA1561 208964.PA1463 344 0 112 392
208964.PA1561 208964.PA3044 212 0 121 277
208964.PA1561 208964.PA1157 174 0 0 173
208964.PA1561 208964.PA1992 464 0 358 641
208964.PA1561 208964.PA4776 174 0 0 173
208964.PA1562 208964.PA4246 570 0 0 570
208964.PA1562 208964.PA1737 339 0 0 339
208964.PA1562 208964.PA0854 144 0 151 242
208964.PA1562 208964.PA1581 0 0 224 224
208964.PA1562 208964.PA2841 339 0 0 339
208964.PA1562 208964.PA4741 582 0 117 615
208964.PA1562 208964.PA3146 361 0 0 361
208964.PA1562 208964.PA5343 361 0 0 361
208964.PA1562 208964.PA4760 472 0 97 502
208964.PA1562 208964.PA4242 517 0 0 517
208964.PA1562 208964.PA2623 0 0 224 224
208964.PA1562 208964.PA5315 610 0 59 617
208964.PA1562 208964.PA0795 137 0 151 235
208964.PA1562 208964.PA4274 425 0 0 424
208964.PA1562 208964.PA4260 560 0 0 560
208964.PA1562 208964.PA1821 339 0 0 339
208964.PA1562 208964.PA4264 570 0 0 570
208964.PA1562 208964.PA2566 174 0 0 173
208964.PA1562 208964.PA5418 174 0 0 173
208964.PA1562 208964.PA2259 156 0 0 155
208964.PA1562 208964.PA3656 575 0 0 575
208964.PA1562 208964.PA4250 560 0 0 560
208964.PA1562 208964.PA4254 575 0 0 575
208964.PA1562 208964.PA2298 80 0 138 173
208964.PA1562 208964.PA4268 560 0 0 560
208964.PA1562 208964.PA1580 137 0 151 235
208964.PA1562 208964.PA1021 339 0 0 339
208964.PA1562 208964.PA1191 472 0 97 502
208964.PA1562 208964.PA4361 361 0 0 361
208964.PA1562 208964.PA4567 610 0 0 610
208964.PA1562 208964.PA4468 513 0 151 568
208964.PA1562 208964.PA3742 641 0 0 641
208964.PA1562 208964.PA1240 339 0 0 339
208964.PA1562 208964.PA4631 361 0 0 361
208964.PA1562 208964.PA4470 144 0 151 242
208964.PA1562 208964.PA3563 156 0 0 155
208964.PA1562 208964.PA0770 597 0 0 597
208964.PA1562 208964.PA4333 0 0 440 440
208964.PA1562 208964.PA3554 361 0 0 361
208964.PA1562 208964.PA0744 339 0 0 339
208964.PA1562 208964.PA5398 174 0 0 173
208964.PA1562 208964.PA4256 554 0 0 554
208964.PA1562 208964.PA5454 361 0 0 361
208964.PA1562 208964.PA2890 339 0 0 339
208964.PA1562 208964.PA4251 575 0 172 633
208964.PA1562 208964.PA3426 339 0 0 339
208964.PA1562 208964.PA4258 560 0 0 560
208964.PA1562 208964.PA4239 554 0 0 554
208964.PA1562 208964.PA1583 80 0 138 173
208964.PA1562 208964.PA2767 339 0 0 339
208964.PA1562 208964.PA3745 610 0 0 610
208964.PA1562 208964.PA0745 339 0 0 339
208964.PA1562 208964.PA5474 160 0 99 210
208964.PA1562 208964.PA4241 575 0 0 575
208964.PA1562 208964.PA0555 425 0 0 424
208964.PA1562 208964.PA1588 0 0 225 224
208964.PA1562 208964.PA4262 564 0 0 564
208964.PA1562 208964.PA0371 160 0 99 210
208964.PA1562 208964.PA2345 174 0 0 173
208964.PA1562 208964.PA4980 339 0 0 339
208964.PA1562 208964.PA4152 49 0 171 177
208964.PA1562 208964.PA2640 54 0 171 182
208964.PA1562 208964.PA2097 328 0 0 328
208964.PA1562 208964.PA1629 339 0 0 339
208964.PA1562 208964.PA4237 610 0 79 625
208964.PA1562 208964.PA1949 156 0 0 155
208964.PA1562 208964.PA4267 582 0 0 582
208964.PA1562 208964.PA2194 174 0 0 173
208964.PA1562 208964.PA4433 560 0 0 560
208964.PA1562 208964.PA4240 560 0 0 560
208964.PA1562 208964.PA4068 361 0 0 361
208964.PA1562 208964.PA4655 0 0 173 173
208964.PA1562 208964.PA4244 570 0 0 570
208964.PA1562 208964.PA1266 174 0 0 173
208964.PA1562 208964.PA4253 560 0 0 560
208964.PA1562 208964.PA3591 339 0 0 339
208964.PA1562 208964.PA1585 80 0 224 255
208964.PA1562 208964.PA2122 608 0 0 608
208964.PA1562 208964.PA4385 90 0 173 215
208964.PA1562 208964.PA1208 328 0 0 328
208964.PA1562 208964.PA3337 361 0 0 361
208964.PA1562 208964.PA4986 174 0 0 173
208964.PA1562 208964.PA2320 156 0 0 155
208964.PA1562 208964.PA3014 339 0 0 339
208964.PA1562 208964.PA5316 610 0 0 610
208964.PA1562 208964.PA2147 184 0 0 183
208964.PA1562 208964.PA1584 173 0 225 331
208964.PA1562 208964.PA1787 0 900 224 919
208964.PA1562 208964.PA1578 483 0 0 483
208964.PA1562 208964.PA0372 160 0 99 210
208964.PA1562 208964.PA2639 139 0 168 253
208964.PA1562 208964.PA4366 513 0 151 568
208964.PA1562 208964.PA4248 560 0 0 560
208964.PA1562 208964.PA4263 570 0 0 570
208964.PA1562 208964.PA2243 80 0 138 173
208964.PA1562 208964.PA1748 339 0 0 339
208964.PA1562 208964.PA2970 610 0 0 610
208964.PA1562 208964.PA4330 339 0 0 339
208964.PA1562 208964.PA5393 328 0 0 328
208964.PA1562 208964.PA4249 560 0 0 560
208964.PA1562 208964.PA2013 339 0 0 339
208964.PA1562 208964.PA4751 200 0 0 200
208964.PA1562 208964.PA4432 610 0 0 610
208964.PA1562 208964.PA5275 0 0 189 189
208964.PA1562 208964.PA1538 328 0 0 328
208964.PA1562 208964.PA3600 517 0 0 517
208964.PA1562 208964.PA4935 610 0 0 610
208964.PA1563 208964.PA0379 0 0 170 169
208964.PA1564 208964.PA2605 0 0 171 171
208964.PA1564 208964.PA1812 182 0 0 181
208964.PA1564 208964.PA4948 171 0 0 171
208964.PA1564 208964.PA2606 0 0 158 157
208964.PA1564 208964.PA4054 182 0 0 181
208964.PA1564 208964.PA2062 568 0 0 568
208964.PA1564 208964.PA3814 568 0 0 568
208964.PA1565 208964.PA5419 234 0 0 234
208964.PA1565 208964.PA5418 671 0 136 703
208964.PA1565 208964.PA2345 253 0 0 252
208964.PA1565 208964.PA2566 253 0 0 252
208964.PA1565 208964.PA5215 277 0 74 301
208964.PA1565 208964.PA5556 156 0 0 155
208964.PA1565 208964.PA5417 368 0 0 368
208964.PA1565 208964.PA2442 277 0 74 301
208964.PA1565 208964.PA4986 253 0 0 252
208964.PA1565 208964.PA2194 253 0 0 252
208964.PA1565 208964.PA1266 253 0 0 252
208964.PA1565 208964.PA5398 253 0 0 252
208964.PA1566 208964.PA3322 151 0 0 150
208964.PA1566 208964.PA2718 151 0 0 150
208964.PA1566 208964.PA4878 151 0 0 150
208964.PA1566 208964.PA5143 0 0 340 340
208964.PA1566 208964.PA2737 151 0 0 150
208964.PA1566 208964.PA2016 151 0 0 150
208964.PA1566 208964.PA4694 0 0 393 393
208964.PA1566 208964.PA3689 151 0 0 150
208964.PA1566 208964.PA4659 151 0 0 150
208964.PA1566 208964.PA5116 151 0 0 150
208964.PA1566 208964.PA3126 156 0 0 155
208964.PA1566 208964.PA4778 151 0 0 150
208964.PA1566 208964.PA2616 151 0 0 150
208964.PA1566 208964.PA4170 151 0 0 150
208964.PA1566 208964.PA0849 151 0 0 150
208964.PA1566 208964.PA2273 151 0 0 150
208964.PA1566 208964.PA2623 0 0 370 370
208964.PA1567 208964.PA5398 253 0 0 252
208964.PA1567 208964.PA1266 253 0 0 252
208964.PA1567 208964.PA2194 253 0 0 252
208964.PA1567 208964.PA4986 253 0 0 252
208964.PA1567 208964.PA2442 277 0 74 301
208964.PA1567 208964.PA5417 368 0 0 368
208964.PA1567 208964.PA5556 156 0 0 155
208964.PA1567 208964.PA5215 277 0 74 301
208964.PA1567 208964.PA2345 253 0 0 252
208964.PA1567 208964.PA2566 253 0 0 252
208964.PA1567 208964.PA5419 234 0 0 234
208964.PA1567 208964.PA5418 671 0 136 703
208964.PA1568 208964.PA5334 177 0 0 177
208964.PA1568 208964.PA4054 156 0 0 155
208964.PA1568 208964.PA4056 170 0 0 169
208964.PA1569 208964.PA3166 151 0 0 150
208964.PA1574 208964.PA0143 0 900 0 900
208964.PA1574 208964.PA2582 195 0 0 195
208964.PA1574 208964.PA5117 195 0 0 195
208964.PA1575 208964.PA0770 111 0 356 403
208964.PA1575 208964.PA5334 111 0 242 297
208964.PA1576 208964.PA1737 0 900 0 900
208964.PA1576 208964.PA3312 0 900 0 900
208964.PA1576 208964.PA3014 0 900 0 900
208964.PA1576 208964.PA3569 0 900 0 900
208964.PA1578 208964.PA4254 425 0 0 424
208964.PA1578 208964.PA2122 492 0 0 491
208964.PA1578 208964.PA0953 128 0 76 159
208964.PA1578 208964.PA2694 128 0 76 159
208964.PA1578 208964.PA3656 425 0 0 424
208964.PA1578 208964.PA4250 425 0 0 424
208964.PA1578 208964.PA3591 239 0 0 238
208964.PA1578 208964.PA1068 132 0 98 183
208964.PA1578 208964.PA0307 128 0 76 159
208964.PA1578 208964.PA4253 425 0 0 424
208964.PA1578 208964.PA4244 425 0 0 424
208964.PA1578 208964.PA1481 128 0 76 159
208964.PA1578 208964.PA3742 492 0 0 491
208964.PA1578 208964.PA1240 239 0 0 238
208964.PA1578 208964.PA4468 425 0 0 424
208964.PA1578 208964.PA4567 492 0 0 491
208964.PA1578 208964.PA5316 492 0 0 491
208964.PA1578 208964.PA3014 239 0 0 238
208964.PA1578 208964.PA4361 328 0 0 328
208964.PA1578 208964.PA3337 328 0 0 328
208964.PA1578 208964.PA1191 466 0 0 465
208964.PA1578 208964.PA1208 377 0 0 377
208964.PA1578 208964.PA1021 239 0 0 238
208964.PA1578 208964.PA4268 425 0 0 424
208964.PA1578 208964.PA2477 128 0 76 159
208964.PA1578 208964.PA0744 239 0 0 238
208964.PA1578 208964.PA3554 328 0 0 328
208964.PA1578 208964.PA0770 492 0 0 491
208964.PA1578 208964.PA4248 425 0 0 424
208964.PA1578 208964.PA4263 425 0 0 424
208964.PA1578 208964.PA4366 425 0 0 424
208964.PA1578 208964.PA5565 172 0 0 171
208964.PA1578 208964.PA4631 328 0 0 328
208964.PA1578 208964.PA4239 425 0 0 424
208964.PA1578 208964.PA4258 425 0 0 424
208964.PA1578 208964.PA4935 492 0 0 491
208964.PA1578 208964.PA3600 425 0 0 424
208964.PA1578 208964.PA1538 377 0 0 377
208964.PA1578 208964.PA3426 239 0 0 238
208964.PA1578 208964.PA2151 0 0 225 224
208964.PA1578 208964.PA4432 492 0 0 491
208964.PA1578 208964.PA4251 425 0 0 424
208964.PA1578 208964.PA2013 239 0 0 238
208964.PA1578 208964.PA4249 425 0 0 424
208964.PA1578 208964.PA5393 377 0 0 377
208964.PA1578 208964.PA2890 239 0 0 238
208964.PA1578 208964.PA5454 328 0 0 328
208964.PA1578 208964.PA4330 239 0 0 238
208964.PA1578 208964.PA4256 425 0 0 424
208964.PA1578 208964.PA2970 492 0 0 491
208964.PA1578 208964.PA1748 239 0 0 238
208964.PA1578 208964.PA1737 239 0 0 238
208964.PA1578 208964.PA0745 239 0 0 238
208964.PA1578 208964.PA3745 492 0 0 491
208964.PA1578 208964.PA4246 425 0 0 424
208964.PA1578 208964.PA2767 239 0 0 238
208964.PA1578 208964.PA0794 483 0 0 483
208964.PA1578 208964.PA4980 239 0 0 238
208964.PA1578 208964.PA5343 328 0 0 328
208964.PA1578 208964.PA4262 383 0 0 382
208964.PA1578 208964.PA3146 328 0 0 328
208964.PA1578 208964.PA4741 425 0 0 424
