protein1 protein2 combined_score
208964.PA2827 208964.PA3426 238
208964.PA2827 208964.PA1821 238
208964.PA2827 208964.PA4330 238
208964.PA2827 208964.PA4845 590
208964.PA2827 208964.PA4237 491
208964.PA2827 208964.PA1629 238
208964.PA2827 208964.PA2741 491
208964.PA2827 208964.PA1748 238
208964.PA2827 208964.PA2013 238
208964.PA2827 208964.PA2890 238
208964.PA2827 208964.PA2478 590
208964.PA2827 208964.PA4568 491
208964.PA2828 208964.PA3736 187
208964.PA2828 208964.PA4246 202
208964.PA2828 208964.PA5013 900
208964.PA2828 208964.PA3418 900
208964.PA2830 208964.PA4513 175
208964.PA2831 208964.PA4246 213
208964.PA2832 208964.PA3328 175
208964.PA2832 208964.PA4217 175
208964.PA2832 208964.PA0247 175
208964.PA2832 208964.PA4190 175
208964.PA2832 208964.PA0655 206
208964.PA2832 208964.PA5221 175
208964.PA2832 208964.PA5223 175
208964.PA2832 208964.PA3087 491
208964.PA2832 208964.PA5065 205
208964.PA2832 208964.PA2587 175
208964.PA2832 208964.PA5336 161
208964.PA2833 208964.PA4385 235
208964.PA2833 208964.PA1992 169
208964.PA2835 208964.PA1237 183
208964.PA2835 208964.PA5159 234
208964.PA2835 208964.PA3136 183
208964.PA2835 208964.PA2837 167
208964.PA2835 208964.PA2836 183
208964.PA2836 208964.PA1875 192
208964.PA2836 208964.PA1313 183
208964.PA2836 208964.PA2835 183
208964.PA2836 208964.PA1282 183
208964.PA2836 208964.PA2390 174
208964.PA2836 208964.PA3521 184
208964.PA2836 208964.PA5160 183
208964.PA2836 208964.PA4143 320
208964.PA2836 208964.PA2522 184
208964.PA2836 208964.PA4592 156
208964.PA2836 208964.PA1262 183
208964.PA2836 208964.PA0458 183
208964.PA2836 208964.PA3404 205
208964.PA2836 208964.PA0427 184
208964.PA2836 208964.PA4208 184
208964.PA2836 208964.PA4144 192
208964.PA2836 208964.PA4974 205
208964.PA2836 208964.PA1238 184
208964.PA2836 208964.PA0246 183
208964.PA2836 208964.PA1248 205
208964.PA2836 208964.PA4597 184
208964.PA2836 208964.PA3137 183
208964.PA2836 208964.PA2525 184
208964.PA2836 208964.PA2495 184
208964.PA2836 208964.PA2391 184
208964.PA2836 208964.PA3894 184
208964.PA2836 208964.PA1876 320
208964.PA2836 208964.PA5158 184
208964.PA2836 208964.PA2837 184
208964.PA2836 208964.PA1236 183
208964.PA2837 208964.PA4599 170
208964.PA2837 208964.PA3542 156
208964.PA2837 208964.PA3360 162
208964.PA2837 208964.PA2836 184
208964.PA2837 208964.PA2987 189
208964.PA2837 208964.PA2528 170
208964.PA2837 208964.PA1877 184
208964.PA2837 208964.PA0157 170
208964.PA2837 208964.PA3892 162
208964.PA2837 208964.PA4593 230
208964.PA2837 208964.PA2494 182
208964.PA2837 208964.PA3677 170
208964.PA2837 208964.PA4142 184
208964.PA2837 208964.PA2521 170
208964.PA2837 208964.PA1435 170
208964.PA2837 208964.PA0156 170
208964.PA2837 208964.PA5232 203
208964.PA2837 208964.PA2389 191
208964.PA2837 208964.PA3402 184
208964.PA2837 208964.PA4374 170
208964.PA2837 208964.PA3304 162
208964.PA2837 208964.PA1247 184
208964.PA2837 208964.PA2430 162
208964.PA2837 208964.PA0425 170
208964.PA2837 208964.PA1231 162
208964.PA2837 208964.PA4065 230
208964.PA2837 208964.PA4594 189
208964.PA2837 208964.PA4591 184
208964.PA2837 208964.PA3405 184
208964.PA2837 208964.PA2390 565
208964.PA2837 208964.PA2019 170
208964.PA2837 208964.PA0073 190
208964.PA2837 208964.PA2493 170
208964.PA2837 208964.PA3523 170
208964.PA2837 208964.PA4064 189
208964.PA2837 208964.PA2835 167
208964.PA2837 208964.PA3136 184
208964.PA2837 208964.PA5159 184
208964.PA2837 208964.PA1237 184
208964.PA2837 208964.PA4206 170
208964.PA2840 208964.PA4544 354
208964.PA2840 208964.PA0799 415
208964.PA2840 208964.PA0961 250
208964.PA2840 208964.PA4253 485
208964.PA2840 208964.PA4257 374
208964.PA2840 208964.PA4244 517
208964.PA2840 208964.PA2975 338
208964.PA2840 208964.PA4261 394
208964.PA2840 208964.PA3217 167
208964.PA2840 208964.PA4612 212
208964.PA2840 208964.PA2122 186
208964.PA2840 208964.PA3344 907
208964.PA2840 208964.PA3754 372
208964.PA2840 208964.PA2071 570
208964.PA2840 208964.PA3266 250
208964.PA2840 208964.PA4807 256
208964.PA2840 208964.PA0639 224
208964.PA2840 208964.PA2400 327
208964.PA2840 208964.PA1960 250
208964.PA2840 208964.PA1772 334
208964.PA2840 208964.PA4727 174
208964.PA2840 208964.PA5569 244
208964.PA2840 208964.PA4971 372
208964.PA2840 208964.PA3334 299
208964.PA2840 208964.PA4245 463
208964.PA2840 208964.PA4266 570
208964.PA2840 208964.PA3614 261
208964.PA2840 208964.PA4248 365
208964.PA2840 208964.PA4263 517
208964.PA2840 208964.PA3308 415
208964.PA2840 208964.PA3048 195
208964.PA2840 208964.PA2043 338
208964.PA2840 208964.PA4752 418
208964.PA2840 208964.PA4249 191
208964.PA2840 208964.PA0017 440
208964.PA2840 208964.PA4740 384
208964.PA2840 208964.PA5566 169
208964.PA2840 208964.PA4272 405
208964.PA2840 208964.PA3134 163
208964.PA2840 208964.PA3635 343
208964.PA2840 208964.PA2750 226
208964.PA2840 208964.PA2970 198
208964.PA2840 208964.PA5556 485
208964.PA2840 208964.PA5554 558
208964.PA2840 208964.PA2619 283
208964.PA2840 208964.PA2976 280
208964.PA2840 208964.PA4566 219
208964.PA2840 208964.PA1793 540
208964.PA2840 208964.PA5567 274
208964.PA2840 208964.PA4742 354
208964.PA2840 208964.PA4932 167
208964.PA2840 208964.PA3701 344
208964.PA2840 208964.PA4241 188
208964.PA2840 208964.PA2966 299
208964.PA2840 208964.PA2498 212
208964.PA2840 208964.PA4262 447
208964.PA2840 208964.PA4477 280
208964.PA2840 208964.PA4724 163
208964.PA2840 208964.PA5557 405
208964.PA2840 208964.PA3162 611
208964.PA2840 208964.PA0868 344
208964.PA2840 208964.PA0456 250
208964.PA2840 208964.PA3297 545
208964.PA2840 208964.PA4998 230
208964.PA2840 208964.PA3327 327
208964.PA2840 208964.PA0336 396
208964.PA2840 208964.PA4949 709
208964.PA2840 208964.PA3246 338
208964.PA2840 208964.PA4583 243
208964.PA2840 208964.PA4267 167
208964.PA2840 208964.PA4237 459
208964.PA2840 208964.PA2741 161
208964.PA2840 208964.PA5470 344
208964.PA2840 208964.PA4744 287
208964.PA2840 208964.PA1596 223
208964.PA2840 208964.PA3961 545
208964.PA2840 208964.PA4238 397
208964.PA2840 208964.PA4240 539
208964.PA2840 208964.PA4433 519
208964.PA2840 208964.PA5492 345
208964.PA2840 208964.PA5471 243
208964.PA2840 208964.PA4255 382
208964.PA2840 208964.PA1068 223
208964.PA2840 208964.PA4254 234
208964.PA2840 208964.PA1869 299
208964.PA2840 208964.PA2622 286
208964.PA2840 208964.PA3656 275
208964.PA2840 208964.PA4936 508
208964.PA2840 208964.PA1191 369
208964.PA2840 208964.PA3227 540
208964.PA2840 208964.PA4840 233
208964.PA2840 208964.PA4268 173
208964.PA2840 208964.PA3742 189
208964.PA2840 208964.PA4247 172
208964.PA2840 208964.PA4400 386
208964.PA2840 208964.PA4567 213
208964.PA2840 208964.PA1159 250
208964.PA2840 208964.PA1794 163
208964.PA2840 208964.PA0592 152
208964.PA2840 208964.PA3287 212
208964.PA2840 208964.PA0770 288
208964.PA2840 208964.PA2744 206
208964.PA2840 208964.PA5560 359
208964.PA2840 208964.PA4256 199
208964.PA2840 208964.PA0590 220
208964.PA2840 208964.PA4258 426
208964.PA2840 208964.PA3470 372
208964.PA2840 208964.PA4239 544
208964.PA2840 208964.PA5555 512
208964.PA2840 208964.PA4273 388
208964.PA2840 208964.PA5048 226
208964.PA2840 208964.PA5559 345
208964.PA2840 208964.PA4270 373
208964.PA2840 208964.PA4246 546
208964.PA2840 208964.PA4005 453
208964.PA2840 208964.PA5131 289
208964.PA2840 208964.PA5553 463
208964.PA2840 208964.PA4259 223
208964.PA2840 208964.PA4741 297
208964.PA2840 208964.PA3626 359
208964.PA2840 208964.PA4252 539
208964.PA2840 208964.PA4760 369
208964.PA2840 208964.PA0344 274
208964.PA2840 208964.PA5007 230
208964.PA2840 208964.PA4274 446
208964.PA2840 208964.PA4378 230
208964.PA2840 208964.PA4269 194
208964.PA2840 208964.PA4260 386
208964.PA2840 208964.PA4568 443
208964.PA2840 208964.PA2424 414
208964.PA2840 208964.PA4264 187
208964.PA2840 208964.PA2102 224
208964.PA2840 208964.PA4937 268
208964.PA2841 208964.PA2137 223
208964.PA2841 208964.PA2786 522
208964.PA2841 208964.PA4246 426
208964.PA2841 208964.PA4197 188
208964.PA2841 208964.PA2687 181
208964.PA2841 208964.PA2927 186
208964.PA2841 208964.PA3454 323
208964.PA2841 208964.PA3146 210
208964.PA2841 208964.PA4741 426
208964.PA2841 208964.PA5343 210
208964.PA2841 208964.PA2810 181
208964.PA2841 208964.PA2567 186
208964.PA2841 208964.PA0928 509
208964.PA2841 208964.PA2524 181
208964.PA2841 208964.PA0228 323
208964.PA2841 208964.PA5315 429
208964.PA2841 208964.PA3462 509
208964.PA2841 208964.PA1562 339
208964.PA2841 208964.PA2940 323
208964.PA2841 208964.PA4274 412
208964.PA2841 208964.PA1930 187
208964.PA2841 208964.PA4760 321
208964.PA2841 208964.PA2177 522
208964.PA2841 208964.PA0757 181
208964.PA2841 208964.PA0267 196
208964.PA2841 208964.PA4242 369
208964.PA2841 208964.PA4252 204
208964.PA2841 208964.PA2072 186
208964.PA2841 208964.PA5442 186
208964.PA2841 208964.PA1510 186
208964.PA2841 208964.PA4264 376
208964.PA2841 208964.PA4886 181
208964.PA2841 208964.PA5418 192
208964.PA2841 208964.PA1561 187
208964.PA2841 208964.PA0600 203
208964.PA2841 208964.PA4260 396
208964.PA2841 208964.PA4568 372
208964.PA2841 208964.PA3704 202
208964.PA2841 208964.PA3078 181
208964.PA2841 208964.PA1243 522
208964.PA2841 208964.PA2553 323
208964.PA2841 208964.PA3013 323
208964.PA2841 208964.PA4250 386
208964.PA2841 208964.PA3656 424
208964.PA2841 208964.PA4254 396
208964.PA2841 208964.PA4982 509
208964.PA2841 208964.PA3191 181
208964.PA2841 208964.PA0847 186
208964.PA2841 208964.PA4567 420
208964.PA2841 208964.PA1180 181
208964.PA2841 208964.PA4468 359
208964.PA2841 208964.PA1736 323
208964.PA2841 208964.PA1438 181
208964.PA2841 208964.PA3742 404
208964.PA2841 208964.PA0285 186
208964.PA2841 208964.PA4102 181
208964.PA2841 208964.PA4268 384
208964.PA2841 208964.PA1423 187
208964.PA2841 208964.PA1021 372
208964.PA2841 208964.PA4361 210
208964.PA2841 208964.PA4856 181
208964.PA2841 208964.PA1191 321
208964.PA2841 208964.PA3974 509
208964.PA2841 208964.PA0770 376
208964.PA2841 208964.PA3206 181
208964.PA2841 208964.PA3554 210
208964.PA2841 208964.PA3947 196
208964.PA2841 208964.PA4631 210
208964.PA2841 208964.PA0575 214
208964.PA2841 208964.PA2827 238
208964.PA2841 208964.PA4251 354
208964.PA2841 208964.PA2862 186
208964.PA2841 208964.PA4785 323
208964.PA2841 208964.PA4239 375
208964.PA2841 208964.PA4258 420
208964.PA2841 208964.PA2656 181
208964.PA2841 208964.PA2771 186
208964.PA2841 208964.PA5398 190
208964.PA2841 208964.PA1976 522
208964.PA2841 208964.PA4256 381
208964.PA2841 208964.PA5454 210
208964.PA2841 208964.PA0413 202
208964.PA2841 208964.PA2001 323
208964.PA2841 208964.PA3745 431
208964.PA2841 208964.PA3589 323
208964.PA2841 208964.PA4112 509
208964.PA2841 208964.PA4262 414
208964.PA2841 208964.PA1016 322
208964.PA2841 208964.PA0794 339
208964.PA2841 208964.PA4241 386
208964.PA2841 208964.PA0555 238
208964.PA2841 208964.PA0861 186
208964.PA2841 208964.PA4813 186
208964.PA2841 208964.PA0930 181
208964.PA2841 208964.PA2097 186
208964.PA2841 208964.PA4068 210
208964.PA2841 208964.PA4240 375
208964.PA2841 208964.PA4433 418
208964.PA2841 208964.PA4777 181
208964.PA2841 208964.PA4237 428
208964.PA2841 208964.PA2741 366
208964.PA2841 208964.PA1181 186
208964.PA2841 208964.PA4267 403
208964.PA2841 208964.PA2480 181
208964.PA2841 208964.PA0464 193
208964.PA2841 208964.PA1798 181
208964.PA2841 208964.PA3044 219
208964.PA2841 208964.PA2122 366
208964.PA2841 208964.PA1992 223
208964.PA2841 208964.PA5199 181
208964.PA2841 208964.PA5017 186
208964.PA2841 208964.PA1158 181
208964.PA2841 208964.PA4244 422
208964.PA2841 208964.PA0290 186
208964.PA2841 208964.PA2583 523
208964.PA2841 208964.PA4253 384
208964.PA2841 208964.PA1611 207
208964.PA2841 208964.PA3925 323
208964.PA2841 208964.PA5316 420
208964.PA2841 208964.PA4601 186
208964.PA2841 208964.PA4725 186
208964.PA2841 208964.PA1646 186
208964.PA2841 208964.PA1208 186
208964.PA2841 208964.PA4293 188
208964.PA2841 208964.PA4986 190
208964.PA2841 208964.PA3337 210
208964.PA2841 208964.PA4248 384
208964.PA2841 208964.PA4263 422
208964.PA2841 208964.PA4271 238
208964.PA2841 208964.PA4494 181
208964.PA2841 208964.PA4366 359
208964.PA2841 208964.PA4671 165
208964.PA2841 208964.PA2824 509
208964.PA2841 208964.PA1578 238
208964.PA2841 208964.PA4380 181
208964.PA2841 208964.PA5275 238
208964.PA2841 208964.PA4432 431
208964.PA2841 208964.PA4751 155
208964.PA2841 208964.PA4935 408
208964.PA2841 208964.PA1538 186
208964.PA2841 208964.PA3600 369
208964.PA2841 208964.PA2970 375
208964.PA2841 208964.PA1396 194
208964.PA2841 208964.PA3946 523
208964.PA2841 208964.PA3271 533
208964.PA2841 208964.PA4249 392
208964.PA2841 208964.PA5393 186
208964.PA2841 208964.PA1456 196
208964.PA2842 208964.PA1443 501
208964.PA2842 208964.PA4513 195
208964.PA2843 208964.PA1750 900
208964.PA2843 208964.PA5184 491
208964.PA2843 208964.PA4230 491
208964.PA2843 208964.PA2943 900
208964.PA2843 208964.PA1901 900
208964.PA2843 208964.PA3166 491
208964.PA2847 208964.PA0766 209
208964.PA2847 208964.PA4446 209
208964.PA2851 208964.PA4744 206
208964.PA2851 208964.PA5570 719
208964.PA2851 208964.PA2102 200
208964.PA2851 208964.PA4937 223
208964.PA2851 208964.PA4264 806
208964.PA2851 208964.PA4673 156
208964.PA2851 208964.PA4240 806
208964.PA2851 208964.PA4433 806
208964.PA2851 208964.PA4068 416
208964.PA2851 208964.PA4269 185
208964.PA2851 208964.PA4568 806
208964.PA2851 208964.PA4260 806
208964.PA2851 208964.PA4267 806
208964.PA2851 208964.PA4282 223
208964.PA2851 208964.PA2741 806
208964.PA2851 208964.PA4237 806
208964.PA2851 208964.PA2816 223
208964.PA2851 208964.PA5049 719
208964.PA2851 208964.PA4274 345
208964.PA2851 208964.PA1017 155
208964.PA2851 208964.PA5315 806
208964.PA2851 208964.PA3657 424
208964.PA2851 208964.PA4978 155
208964.PA2851 208964.PA4281 206
208964.PA2851 208964.PA4252 806
208964.PA2851 208964.PA4242 796
208964.PA2851 208964.PA4519 223
208964.PA2851 208964.PA5277 223
208964.PA2851 208964.PA5343 416
208964.PA2851 208964.PA4262 806
208964.PA2851 208964.PA3146 416
208964.PA2851 208964.PA4741 806
208964.PA2851 208964.PA4259 806
208964.PA2851 208964.PA4724 625
208964.PA2851 208964.PA2852 961
208964.PA2851 208964.PA3620 206
208964.PA2851 208964.PA4241 806
208964.PA2851 208964.PA0579 796
208964.PA2851 208964.PA3601 677
208964.PA2851 208964.PA3700 358
208964.PA2851 208964.PA4932 806
208964.PA2851 208964.PA4934 806
208964.PA2851 208964.PA4273 806
208964.PA2851 208964.PA3745 806
208964.PA2851 208964.PA4270 181
208964.PA2851 208964.PA4748 358
208964.PA2851 208964.PA4246 806
208964.PA2851 208964.PA3600 677
208964.PA2851 208964.PA4935 806
208964.PA2851 208964.PA4239 806
208964.PA2851 208964.PA4258 806
208964.PA2851 208964.PA3617 167
208964.PA2851 208964.PA4251 806
208964.PA2851 208964.PA4432 806
208964.PA2851 208964.PA4249 806
208964.PA2851 208964.PA5454 416
208964.PA2851 208964.PA4272 679
208964.PA2851 208964.PA3134 625
208964.PA2851 208964.PA4256 806
208964.PA2851 208964.PA2970 806
208964.PA2851 208964.PA2293 386
208964.PA2851 208964.PA4671 806
208964.PA2851 208964.PA3554 416
208964.PA2851 208964.PA4263 806
208964.PA2851 208964.PA0571 386
208964.PA2851 208964.PA4248 806
208964.PA2851 208964.PA4686 223
208964.PA2851 208964.PA4631 416
208964.PA2851 208964.PA4245 806
208964.PA2851 208964.PA4266 737
208964.PA2851 208964.PA1794 625
208964.PA2851 208964.PA3742 806
208964.PA2851 208964.PA4247 806
208964.PA2851 208964.PA2748 424
208964.PA2851 208964.PA5240 175
208964.PA2851 208964.PA4567 806
208964.PA2851 208964.PA5316 806
208964.PA2851 208964.PA3337 416
208964.PA2851 208964.PA4361 416
208964.PA2851 208964.PA0639 200
208964.PA2851 208964.PA4563 806
208964.PA2851 208964.PA4807 293
208964.PA2851 208964.PA4268 806
208964.PA2851 208964.PA2144 155
208964.PA2851 208964.PA4254 806
208964.PA2851 208964.PA4261 806
208964.PA2851 208964.PA4250 806
208964.PA2851 208964.PA3656 806
208964.PA2851 208964.PA2071 737
208964.PA2851 208964.PA4255 806
208964.PA2851 208964.PA4253 806
208964.PA2851 208964.PA2742 806
208964.PA2851 208964.PA4257 806
208964.PA2851 208964.PA4244 806
208964.PA2852 208964.PA2851 961
208964.PA2853 208964.PA1777 434
208964.PA2856 208964.PA2783 345
208964.PA2856 208964.PA0690 355
208964.PA2856 208964.PA4625 355
208964.PA2856 208964.PA0943 345
208964.PA2856 208964.PA4541 355
208964.PA2856 208964.PA1695 355
208964.PA2856 208964.PA4082 355
208964.PA2856 208964.PA2462 355
208964.PA2856 208964.PA5253 355
208964.PA2859 208964.PA4755 229
208964.PA2859 208964.PA4270 706
208964.PA2859 208964.PA4238 599
208964.PA2859 208964.PA5337 584
208964.PA2859 208964.PA4269 716
208964.PA2862 208964.PA4271 367
208964.PA2862 208964.PA4263 356
208964.PA2862 208964.PA4274 367
208964.PA2862 208964.PA0744 186
208964.PA2862 208964.PA5315 367
208964.PA2862 208964.PA1737 186
208964.PA2862 208964.PA2827 367
208964.PA2862 208964.PA0745 186
208964.PA2862 208964.PA3591 186
208964.PA2862 208964.PA4244 328
208964.PA2862 208964.PA4246 328
208964.PA2862 208964.PA2767 186
208964.PA2862 208964.PA1400 159
208964.PA2862 208964.PA3745 367
208964.PA2862 208964.PA4252 328
208964.PA2862 208964.PA4813 900
208964.PA2862 208964.PA4242 328
208964.PA2862 208964.PA3426 186
208964.PA2862 208964.PA1821 186
208964.PA2862 208964.PA4262 336
208964.PA2862 208964.PA1240 186
208964.PA2862 208964.PA3600 328
208964.PA2862 208964.PA4980 186
208964.PA2862 208964.PA4258 330
208964.PA2862 208964.PA4433 274
208964.PA2862 208964.PA4432 367
208964.PA2862 208964.PA2841 186
208964.PA2862 208964.PA3014 186
208964.PA2862 208964.PA5316 367
208964.PA2862 208964.PA4567 367
208964.PA2862 208964.PA5275 367
208964.PA2862 208964.PA4741 328
208964.PA2862 208964.PA4568 367
208964.PA2862 208964.PA2890 186
208964.PA2862 208964.PA2013 186
208964.PA2862 208964.PA1748 186
208964.PA2862 208964.PA2863 563
208964.PA2862 208964.PA2741 367
208964.PA2862 208964.PA1629 186
208964.PA2862 208964.PA4237 367
208964.PA2862 208964.PA1021 186
208964.PA2862 208964.PA4330 186
208964.PA2863 208964.PA2927 472
208964.PA2863 208964.PA2862 563
208964.PA2863 208964.PA4813 563
208964.PA2863 208964.PA1510 501
208964.PA2866 208964.PA5069 223
208964.PA2867 208964.PA1456 166
208964.PA2867 208964.PA3704 541
208964.PA2867 208964.PA0413 541
208964.PA2867 208964.PA3271 244
208964.PA2867 208964.PA3946 189
208964.PA2867 208964.PA3349 271
208964.PA2867 208964.PA1976 187
208964.PA2867 208964.PA3705 232
208964.PA2867 208964.PA3707 291
208964.PA2867 208964.PA0177 302
208964.PA2867 208964.PA2177 187
208964.PA2867 208964.PA3947 164
208964.PA2867 208964.PA2824 163
208964.PA2867 208964.PA3462 163
208964.PA2867 208964.PA3974 163
208964.PA2867 208964.PA0410 291
208964.PA2867 208964.PA0928 244
208964.PA2867 208964.PA1458 333
208964.PA2867 208964.PA0178 333
208964.PA2867 208964.PA4112 182
208964.PA2867 208964.PA1611 164
208964.PA2867 208964.PA1463 251
208964.PA2867 208964.PA2583 182
208964.PA2867 208964.PA1992 223
208964.PA2867 208964.PA4982 163
208964.PA2867 208964.PA2786 187
208964.PA2867 208964.PA2137 208
208964.PA2867 208964.PA1243 242
208964.PA2867 208964.PA1464 302
208964.PA2870 208964.PA5017 189
208964.PA2870 208964.PA1243 223
208964.PA2870 208964.PA1082 169
208964.PA2870 208964.PA2960 349
208964.PA2875 208964.PA1818 214
208964.PA2875 208964.PA1346 214
208964.PA2876 208964.PA4565 157
208964.PA2876 208964.PA1949 173
208964.PA2876 208964.PA3704 177
208964.PA2876 208964.PA3011 278
208964.PA2876 208964.PA2259 173
208964.PA2876 208964.PA2320 173
208964.PA2876 208964.PA3563 173
208964.PA2876 208964.PA0413 177
208964.PA2881 208964.PA2177 230
208964.PA2881 208964.PA5124 307
208964.PA2881 208964.PA1181 237
208964.PA2881 208964.PA0600 207
208964.PA2881 208964.PA2137 241
208964.PA2881 208964.PA2786 230
208964.PA2881 208964.PA4197 188
208964.PA2881 208964.PA0533 163
208964.PA2881 208964.PA4112 191
208964.PA2881 208964.PA0928 274
208964.PA2881 208964.PA4380 168
208964.PA2881 208964.PA1976 230
208964.PA2881 208964.PA3271 310
208964.PA2881 208964.PA3946 269
208964.PA2881 208964.PA3044 169
208964.PA2881 208964.PA3078 168
208964.PA2881 208964.PA1243 307
208964.PA2881 208964.PA1992 244
208964.PA2881 208964.PA2583 171
208964.PA2881 208964.PA4293 188
208964.PA2882 208964.PA1243 193
208964.PA2882 208964.PA1992 152
208964.PA2882 208964.PA4196 185
208964.PA2885 208964.PA4407 151
208964.PA2887 208964.PA2968 167
208964.PA2887 208964.PA1176 201
208964.PA2887 208964.PA5174 174
208964.PA2887 208964.PA2643 272
208964.PA2887 208964.PA5012 221
208964.PA2887 208964.PA4378 303
208964.PA2887 208964.PA5007 303
208964.PA2887 208964.PA4331 193
208964.PA2887 208964.PA0103 189
208964.PA2887 208964.PA4905 193
208964.PA2887 208964.PA3770 190
208964.PA2887 208964.PA2424 173
208964.PA2887 208964.PA5411 193
208964.PA2887 208964.PA2516 193
208964.PA2887 208964.PA3645 161
208964.PA2887 208964.PA0214 167
208964.PA2887 208964.PA3809 193
208964.PA2887 208964.PA2649 307
208964.PA2887 208964.PA3227 248
208964.PA2887 208964.PA3287 269
208964.PA2887 208964.PA4430 246
208964.PA2887 208964.PA1647 189
208964.PA2887 208964.PA2563 189
208964.PA2887 208964.PA5011 221
208964.PA2887 208964.PA2965 174
208964.PA2887 208964.PA1883 213
208964.PA2887 208964.PA1793 248
208964.PA2887 208964.PA0029 189
208964.PA2887 208964.PA2638 272
208964.PA2887 208964.PA2637 213
208964.PA2887 208964.PA3498 193
208964.PA2887 208964.PA2498 269
208964.PA2887 208964.PA1610 196
208964.PA2887 208964.PA3297 156
208964.PA2887 208964.PA4998 303
208964.PA2887 208964.PA0362 201
208964.PA2887 208964.PA4281 348
208964.PA2887 208964.PA2644 201
208964.PA2887 208964.PA5236 193
208964.PA2887 208964.PA2648 228
208964.PA2887 208964.PA3961 156
208964.PA2887 208964.PA4612 269
208964.PA2887 208964.PA2583 159
208964.PA2887 208964.PA1609 174
208964.PA2887 208964.PA0101 170
208964.PA2887 208964.PA2639 681
208964.PA2887 208964.PA3885 277
208964.PA2887 208964.PA1373 174
208964.PA2887 208964.PA2514 193
208964.PA2887 208964.PA2953 212
208964.PA2887 208964.PA0098 170
208964.PA2887 208964.PA3946 159
208964.PA2888 208964.PA0494 669
208964.PA2888 208964.PA5556 163
208964.PA2888 208964.PA2012 841
208964.PA2888 208964.PA2014 540
208964.PA2888 208964.PA5435 369
208964.PA2888 208964.PA2891 970
208964.PA2888 208964.PA3639 156
208964.PA2888 208964.PA5559 163
208964.PA2888 208964.PA1400 472
208964.PA2889 208964.PA2934 152
208964.PA2889 208964.PA3509 189
208964.PA2889 208964.PA2639 323
208964.PA2889 208964.PA2745 152
208964.PA2889 208964.PA2764 152
208964.PA2889 208964.PA5400 345
208964.PA2889 208964.PA0480 189
208964.PA2889 208964.PA4152 245
208964.PA2889 208964.PA1622 189
208964.PA2889 208964.PA4008 167
208964.PA2889 208964.PA0362 206
208964.PA2889 208964.PA3479 167
208964.PA2889 208964.PA2717 152
208964.PA2889 208964.PA5418 173
208964.PA2889 208964.PA2644 206
208964.PA2889 208964.PA2952 353
208964.PA2889 208964.PA3324 152
208964.PA2889 208964.PA0829 152
208964.PA2889 208964.PA0231 189
208964.PA2889 208964.PA3429 152
208964.PA2889 208964.PA2949 152
208964.PA2889 208964.PA5401 344
208964.PA2889 208964.PA5057 167
208964.PA2889 208964.PA1621 167
208964.PA2889 208964.PA1737 170
208964.PA2889 208964.PA3226 189
208964.PA2889 208964.PA1176 206
208964.PA2889 208964.PA3586 152
208964.PA2889 208964.PA0502 167
208964.PA2889 208964.PA5513 167
208964.PA2889 208964.PA2086 152
208964.PA2889 208964.PA0730 167
208964.PA2889 208964.PA3014 170
208964.PA2889 208964.PA5080 167
208964.PA2889 208964.PA3053 189
208964.PA2889 208964.PA2951 345
208964.PA2889 208964.PA3994 152
208964.PA2889 208964.PA1211 152
208964.PA2890 208964.PA4601 186
208964.PA2890 208964.PA5316 420
208964.PA2890 208964.PA3925 323
208964.PA2890 208964.PA1208 186
208964.PA2890 208964.PA1646 186
208964.PA2890 208964.PA4986 190
208964.PA2890 208964.PA3337 210
208964.PA2890 208964.PA4293 188
208964.PA2890 208964.PA4725 186
208964.PA2890 208964.PA2122 366
208964.PA2890 208964.PA1992 223
208964.PA2890 208964.PA3044 219
208964.PA2890 208964.PA1611 207
208964.PA2890 208964.PA2583 523
208964.PA2890 208964.PA0290 186
208964.PA2890 208964.PA1158 181
208964.PA2890 208964.PA4244 422
208964.PA2890 208964.PA5017 186
208964.PA2890 208964.PA5199 181
208964.PA2890 208964.PA4253 384
208964.PA2890 208964.PA3600 369
208964.PA2890 208964.PA1538 186
208964.PA2890 208964.PA4935 408
208964.PA2890 208964.PA4751 155
208964.PA2890 208964.PA4432 431
208964.PA2890 208964.PA5275 238
208964.PA2890 208964.PA3271 533
208964.PA2890 208964.PA3946 523
208964.PA2890 208964.PA1396 194
208964.PA2890 208964.PA1456 196
208964.PA2890 208964.PA5393 186
208964.PA2890 208964.PA4249 392
208964.PA2890 208964.PA2970 375
208964.PA2890 208964.PA4494 181
208964.PA2890 208964.PA4366 359
208964.PA2890 208964.PA4271 238
208964.PA2890 208964.PA4248 384
208964.PA2890 208964.PA4263 422
208964.PA2890 208964.PA4671 165
208964.PA2890 208964.PA4380 181
208964.PA2890 208964.PA1578 238
208964.PA2890 208964.PA2824 509
208964.PA2890 208964.PA1016 322
208964.PA2890 208964.PA4262 414
208964.PA2890 208964.PA0794 339
208964.PA2890 208964.PA3589 323
208964.PA2890 208964.PA4112 509
208964.PA2890 208964.PA4241 386
208964.PA2890 208964.PA0555 238
208964.PA2890 208964.PA3745 431
208964.PA2890 208964.PA4433 418
208964.PA2890 208964.PA4240 375
208964.PA2890 208964.PA4068 210
208964.PA2890 208964.PA4777 181
208964.PA2890 208964.PA2480 181
208964.PA2890 208964.PA1798 181
208964.PA2890 208964.PA0464 193
