protein1 protein2 combined_score
208964.PA0075 208964.PA4378 450
208964.PA0075 208964.PA4034 402
208964.PA0075 208964.PA3581 402
208964.PA0075 208964.PA3807 347
208964.PA0075 208964.PA5007 450
208964.PA0075 208964.PA4998 450
208964.PA0075 208964.PA4152 203
208964.PA0075 208964.PA4760 376
208964.PA0075 208964.PA1782 181
208964.PA0075 208964.PA2498 209
208964.PA0075 208964.PA4992 214
208964.PA0075 208964.PA1670 900
208964.PA0075 208964.PA1739 214
208964.PA0075 208964.PA4151 230
208964.PA0075 208964.PA2728 181
208964.PA0075 208964.PA2248 230
208964.PA0075 208964.PA1671 181
208964.PA0075 208964.PA1793 354
208964.PA0075 208964.PA4434 214
208964.PA0075 208964.PA2727 181
208964.PA0075 208964.PA4670 163
208964.PA0075 208964.PA1586 158
208964.PA0075 208964.PA1127 214
208964.PA0075 208964.PA3416 230
208964.PA0075 208964.PA3287 209
208964.PA0075 208964.PA2249 158
208964.PA0075 208964.PA4016 354
208964.PA0075 208964.PA5144 171
208964.PA0075 208964.PA5016 158
208964.PA0075 208964.PA5215 304
208964.PA0075 208964.PA1191 376
208964.PA0075 208964.PA3227 354
208964.PA0075 208964.PA3795 214
208964.PA0075 208964.PA4612 209
208964.PA0075 208964.PA4007 208
208964.PA0077 208964.PA4953 164
208964.PA0077 208964.PA0078 449
208964.PA0077 208964.PA2361 900
208964.PA0077 208964.PA1669 900
208964.PA0077 208964.PA1461 164
208964.PA0077 208964.PA1668 225
208964.PA0077 208964.PA2362 200
208964.PA0078 208964.PA1084 163
208964.PA0078 208964.PA2005 169
208964.PA0078 208964.PA0083 254
208964.PA0078 208964.PA0090 169
208964.PA0078 208964.PA2365 254
208964.PA0078 208964.PA0077 449
208964.PA0078 208964.PA3365 169
208964.PA0078 208964.PA1086 163
208964.PA0078 208964.PA0080 375
208964.PA0078 208964.PA3351 163
208964.PA0078 208964.PA4542 169
208964.PA0078 208964.PA2361 449
208964.PA0078 208964.PA3213 235
208964.PA0078 208964.PA1669 449
208964.PA0078 208964.PA1443 163
208964.PA0078 208964.PA1078 163
208964.PA0078 208964.PA4954 644
208964.PA0078 208964.PA1445 163
208964.PA0078 208964.PA2725 169
208964.PA0078 208964.PA1666 375
208964.PA0078 208964.PA1668 900
208964.PA0078 208964.PA1101 163
208964.PA0078 208964.PA1102 163
208964.PA0078 208964.PA1662 169
208964.PA0078 208964.PA1196 169
208964.PA0078 208964.PA1657 254
208964.PA0078 208964.PA2620 169
208964.PA0078 208964.PA1460 644
208964.PA0078 208964.PA1452 163
208964.PA0078 208964.PA2362 900
208964.PA0078 208964.PA4454 235
208964.PA0078 208964.PA1083 163
208964.PA0078 208964.PA2371 169
208964.PA0078 208964.PA0459 169
208964.PA0079 208964.PA1659 163
208964.PA0079 208964.PA1660 440
208964.PA0079 208964.PA0088 440
208964.PA0079 208964.PA0087 152
208964.PA0079 208964.PA2369 440
208964.PA0080 208964.PA0078 375
208964.PA0080 208964.PA1666 900
208964.PA0081 208964.PA0074 424
208964.PA0081 208964.PA1657 163
208964.PA0081 208964.PA0090 457
208964.PA0082 208964.PA2373 360
208964.PA0082 208964.PA5090 360
208964.PA0082 208964.PA0095 540
208964.PA0082 208964.PA0262 360
208964.PA0082 208964.PA5266 360
208964.PA0082 208964.PA0091 720
208964.PA0082 208964.PA3486 360
208964.PA0082 208964.PA1511 360
208964.PA0082 208964.PA2685 720
208964.PA0082 208964.PA3294 360
208964.PA0083 208964.PA0078 254
208964.PA0083 208964.PA0085 388
208964.PA0083 208964.PA1512 388
208964.PA0083 208964.PA1658 537
208964.PA0083 208964.PA0084 951
208964.PA0083 208964.PA5267 388
208964.PA0083 208964.PA0263 388
208964.PA0083 208964.PA0086 900
208964.PA0083 208964.PA2366 537
208964.PA0083 208964.PA2367 388
208964.PA0084 208964.PA0090 334
208964.PA0084 208964.PA1657 666
208964.PA0084 208964.PA1662 334
208964.PA0084 208964.PA2371 334
208964.PA0084 208964.PA0085 444
208964.PA0084 208964.PA2365 537
208964.PA0084 208964.PA4542 334
208964.PA0084 208964.PA1512 494
208964.PA0084 208964.PA2725 334
208964.PA0084 208964.PA2620 334
208964.PA0084 208964.PA0459 334
208964.PA0084 208964.PA2367 444
208964.PA0084 208964.PA3365 334
208964.PA0084 208964.PA0263 494
208964.PA0084 208964.PA5267 494
208964.PA0084 208964.PA0083 951
208964.PA0085 208964.PA2366 444
208964.PA0085 208964.PA2367 900
208964.PA0085 208964.PA0083 388
208964.PA0085 208964.PA2702 374
208964.PA0085 208964.PA0263 900
208964.PA0085 208964.PA1658 444
208964.PA0085 208964.PA0084 444
208964.PA0085 208964.PA1657 388
208964.PA0085 208964.PA2365 388
208964.PA0086 208964.PA0083 900
208964.PA0087 208964.PA0079 152
208964.PA0087 208964.PA4112 198
208964.PA0087 208964.PA0928 198
208964.PA0087 208964.PA1660 151
208964.PA0087 208964.PA1976 198
208964.PA0087 208964.PA3271 198
208964.PA0087 208964.PA3946 198
208964.PA0087 208964.PA0088 151
208964.PA0087 208964.PA3974 198
208964.PA0087 208964.PA1456 198
208964.PA0087 208964.PA3704 198
208964.PA0087 208964.PA0413 198
208964.PA0087 208964.PA2369 151
208964.PA0087 208964.PA3462 198
208964.PA0087 208964.PA2137 198
208964.PA0087 208964.PA1243 198
208964.PA0087 208964.PA2363 152
208964.PA0087 208964.PA0089 158
208964.PA0087 208964.PA2786 198
208964.PA0087 208964.PA1992 198
208964.PA0087 208964.PA1667 152
208964.PA0087 208964.PA4982 198
208964.PA0087 208964.PA1661 158
208964.PA0087 208964.PA2370 158
208964.PA0087 208964.PA2177 198
208964.PA0087 208964.PA2583 198
208964.PA0087 208964.PA3947 198
208964.PA0087 208964.PA2824 198
208964.PA0087 208964.PA0267 198
208964.PA0087 208964.PA1611 198
208964.PA0088 208964.PA2363 440
208964.PA0088 208964.PA0079 440
208964.PA0088 208964.PA1667 440
208964.PA0088 208964.PA1659 152
208964.PA0088 208964.PA0087 151
208964.PA0089 208964.PA1659 163
208964.PA0089 208964.PA0087 158
208964.PA0090 208964.PA3946 179
208964.PA0090 208964.PA0081 457
208964.PA0090 208964.PA2621 517
208964.PA0090 208964.PA4385 157
208964.PA0090 208964.PA4761 411
208964.PA0090 208964.PA2371 900
208964.PA0090 208964.PA4744 192
208964.PA0090 208964.PA2366 334
208964.PA0090 208964.PA3162 153
208964.PA0090 208964.PA0084 334
208964.PA0090 208964.PA3326 414
208964.PA0090 208964.PA0078 169
208964.PA0090 208964.PA1658 334
208964.PA0090 208964.PA1662 900
208964.PA0090 208964.PA1801 414
208964.PA0090 208964.PA4873 413
208964.PA0090 208964.PA1191 250
208964.PA0090 208964.PA4760 276
208964.PA0090 208964.PA2189 413
208964.PA0090 208964.PA3810 411
208964.PA0091 208964.PA3486 360
208964.PA0091 208964.PA0092 240
208964.PA0091 208964.PA2685 720
208964.PA0091 208964.PA0094 653
208964.PA0091 208964.PA1511 360
208964.PA0091 208964.PA3294 360
208964.PA0091 208964.PA3487 392
208964.PA0091 208964.PA0082 720
208964.PA0091 208964.PA2373 360
208964.PA0091 208964.PA0095 540
208964.PA0091 208964.PA5090 360
208964.PA0091 208964.PA5266 360
208964.PA0091 208964.PA0262 360
208964.PA0092 208964.PA0093 935
208964.PA0092 208964.PA0091 240
208964.PA0092 208964.PA4265 175
208964.PA0093 208964.PA0094 963
208964.PA0093 208964.PA0092 935
208964.PA0093 208964.PA4265 934
208964.PA0093 208964.PA4277 900
208964.PA0094 208964.PA0093 963
208964.PA0094 208964.PA3904 473
208964.PA0094 208964.PA2457 560
208964.PA0094 208964.PA0091 653
208964.PA0094 208964.PA3866 473
208964.PA0094 208964.PA2458 560
208964.PA0094 208964.PA1508 473
208964.PA0094 208964.PA0824 473
208964.PA0094 208964.PA1150 473
208964.PA0094 208964.PA2684 560
208964.PA0095 208964.PA2684 404
208964.PA0095 208964.PA3486 360
208964.PA0095 208964.PA0091 540
208964.PA0095 208964.PA3294 360
208964.PA0095 208964.PA0082 540
208964.PA0095 208964.PA1511 360
208964.PA0095 208964.PA2685 540
208964.PA0095 208964.PA0099 408
208964.PA0095 208964.PA5090 360
208964.PA0095 208964.PA2373 360
208964.PA0095 208964.PA5266 360
208964.PA0095 208964.PA0262 360
208964.PA0098 208964.PA3427 170
208964.PA0098 208964.PA3106 170
208964.PA0098 208964.PA2887 170
208964.PA0098 208964.PA0182 170
208964.PA0098 208964.PA5150 170
208964.PA0098 208964.PA3334 391
208964.PA0098 208964.PA2554 170
208964.PA0098 208964.PA1373 900
208964.PA0098 208964.PA2918 170
208964.PA0098 208964.PA4389 170
208964.PA0098 208964.PA2142 170
208964.PA0098 208964.PA2400 438
208964.PA0098 208964.PA1649 170
208964.PA0098 208964.PA4089 170
208964.PA0098 208964.PA1023 170
208964.PA0098 208964.PA3507 170
208964.PA0098 208964.PA3645 303
208964.PA0098 208964.PA1827 170
208964.PA0098 208964.PA1609 900
208964.PA0098 208964.PA1869 391
208964.PA0098 208964.PA3128 170
208964.PA0098 208964.PA2424 500
208964.PA0098 208964.PA1470 170
208964.PA0098 208964.PA2515 170
208964.PA0098 208964.PA2003 170
208964.PA0098 208964.PA3511 170
208964.PA0098 208964.PA4148 170
208964.PA0098 208964.PA3437 170
208964.PA0098 208964.PA1344 170
208964.PA0098 208964.PA3387 170
208964.PA0098 208964.PA4098 170
208964.PA0098 208964.PA3327 597
208964.PA0098 208964.PA1828 170
208964.PA0098 208964.PA4162 170
208964.PA0098 208964.PA2966 391
208964.PA0098 208964.PA1610 303
208964.PA0098 208964.PA2967 170
208964.PA0098 208964.PA1066 170
208964.PA0098 208964.PA4786 170
208964.PA0098 208964.PA3173 170
208964.PA0098 208964.PA5524 170
208964.PA0098 208964.PA5521 170
208964.PA0098 208964.PA5031 170
208964.PA0098 208964.PA2965 900
208964.PA0099 208964.PA2685 342
208964.PA0099 208964.PA0664 152
208964.PA0099 208964.PA0095 408
208964.PA0099 208964.PA3011 206
208964.PA0101 208964.PA3507 170
208964.PA0101 208964.PA2400 438
208964.PA0101 208964.PA4089 170
208964.PA0101 208964.PA1649 170
208964.PA0101 208964.PA4389 170
208964.PA0101 208964.PA2142 170
208964.PA0101 208964.PA1023 170
208964.PA0101 208964.PA1869 391
208964.PA0101 208964.PA3128 170
208964.PA0101 208964.PA3645 303
208964.PA0101 208964.PA1827 170
208964.PA0101 208964.PA2887 170
208964.PA0101 208964.PA3106 170
208964.PA0101 208964.PA3427 170
208964.PA0101 208964.PA2554 170
208964.PA0101 208964.PA2918 170
208964.PA0101 208964.PA0182 170
208964.PA0101 208964.PA3334 391
208964.PA0101 208964.PA5150 170
208964.PA0101 208964.PA2967 170
208964.PA0101 208964.PA1066 170
208964.PA0101 208964.PA4786 170
208964.PA0101 208964.PA3173 170
208964.PA0101 208964.PA4162 170
208964.PA0101 208964.PA2966 391
208964.PA0101 208964.PA1610 303
208964.PA0101 208964.PA5031 170
208964.PA0101 208964.PA5524 170
208964.PA0101 208964.PA5521 170
208964.PA0101 208964.PA2003 170
208964.PA0101 208964.PA3511 170
208964.PA0101 208964.PA4148 170
208964.PA0101 208964.PA2424 500
208964.PA0101 208964.PA1470 170
208964.PA0101 208964.PA2515 170
208964.PA0101 208964.PA4098 170
208964.PA0101 208964.PA3387 170
208964.PA0101 208964.PA3327 597
208964.PA0101 208964.PA1828 170
208964.PA0101 208964.PA1344 170
208964.PA0101 208964.PA3437 170
208964.PA0102 208964.PA3770 190
208964.PA0102 208964.PA2053 900
208964.PA0102 208964.PA5540 398
208964.PA0102 208964.PA0066 398
208964.PA0102 208964.PA3753 398
208964.PA0102 208964.PA4676 900
208964.PA0103 208964.PA1023 189
208964.PA0103 208964.PA2400 334
208964.PA0103 208964.PA1649 189
208964.PA0103 208964.PA4089 189
208964.PA0103 208964.PA4162 189
208964.PA0103 208964.PA2142 189
208964.PA0103 208964.PA4389 189
208964.PA0103 208964.PA2498 469
208964.PA0103 208964.PA2966 472
208964.PA0103 208964.PA4786 189
208964.PA0103 208964.PA3507 189
208964.PA0103 208964.PA3173 189
208964.PA0103 208964.PA2967 189
208964.PA0103 208964.PA1066 189
208964.PA0103 208964.PA1827 189
208964.PA0103 208964.PA5524 189
208964.PA0103 208964.PA5521 189
208964.PA0103 208964.PA4612 469
208964.PA0103 208964.PA3128 189
208964.PA0103 208964.PA5031 189
208964.PA0103 208964.PA1869 472
208964.PA0103 208964.PA2515 189
208964.PA0103 208964.PA3106 189
208964.PA0103 208964.PA2424 334
208964.PA0103 208964.PA3427 189
208964.PA0103 208964.PA1470 189
208964.PA0103 208964.PA2648 485
208964.PA0103 208964.PA4148 189
208964.PA0103 208964.PA2887 189
208964.PA0103 208964.PA2003 189
208964.PA0103 208964.PA3511 189
208964.PA0103 208964.PA4281 533
208964.PA0103 208964.PA3334 334
208964.PA0103 208964.PA3839 175
208964.PA0103 208964.PA5150 189
208964.PA0103 208964.PA1344 189
208964.PA0103 208964.PA4430 573
208964.PA0103 208964.PA0182 189
208964.PA0103 208964.PA3437 189
208964.PA0103 208964.PA3327 334
208964.PA0103 208964.PA2918 189
208964.PA0103 208964.PA3287 469
208964.PA0103 208964.PA1828 189
208964.PA0103 208964.PA3885 555
208964.PA0103 208964.PA4098 189
208964.PA0103 208964.PA3387 189
208964.PA0103 208964.PA2554 189
208964.PA0105 208964.PA4430 917
208964.PA0105 208964.PA5372 290
208964.PA0105 208964.PA1856 461
208964.PA0105 208964.PA3334 373
208964.PA0105 208964.PA1552 586
208964.PA0105 208964.PA1688 319
208964.PA0105 208964.PA0317 197
208964.PA0105 208964.PA0372 551
208964.PA0105 208964.PA2639 850
208964.PA0105 208964.PA1557 461
208964.PA0105 208964.PA1982 212
208964.PA0105 208964.PA4277 343
208964.PA0105 208964.PA3534 267
208964.PA0105 208964.PA3785 864
208964.PA0105 208964.PA4772 197
208964.PA0105 208964.PA1318 941
208964.PA0105 208964.PA4811 422
208964.PA0105 208964.PA0110 155
208964.PA0105 208964.PA0521 920
208964.PA0105 208964.PA5555 187
208964.PA0105 208964.PA5327 197
208964.PA0105 208964.PA5490 171
208964.PA0105 208964.PA4619 391
208964.PA0105 208964.PA4429 856
208964.PA0105 208964.PA1317 391
208964.PA0105 208964.PA3874 349
208964.PA0105 208964.PA1481 456
208964.PA0105 208964.PA5181 267
208964.PA0105 208964.PA3026 197
208964.PA0105 208964.PA2266 391
208964.PA0105 208964.PA0307 456
208964.PA0105 208964.PA0364 290
208964.PA0105 208964.PA1600 391
208964.PA0105 208964.PA1869 373
208964.PA0105 208964.PA0953 456
208964.PA0105 208964.PA2124 290
208964.PA0105 208964.PA2694 456
208964.PA0105 208964.PA1416 197
208964.PA0105 208964.PA2477 456
208964.PA0105 208964.PA1320 797
208964.PA0105 208964.PA2400 373
208964.PA0105 208964.PA1983 391
208964.PA0105 208964.PA1174 267
208964.PA0105 208964.PA1555.1 234
208964.PA0105 208964.PA2649 453
208964.PA0105 208964.PA2077 391
208964.PA0105 208964.PA4140 197
208964.PA0105 208964.PA2193 444
208964.PA0105 208964.PA1555 586
208964.PA0105 208964.PA0111 557
208964.PA0105 208964.PA4431 917
208964.PA0105 208964.PA2257 171
208964.PA0105 208964.PA2641 510
208964.PA0105 208964.PA2265 290
208964.PA0105 208964.PA2640 517
208964.PA0105 208964.PA1941 391
208964.PA0105 208964.PA1450 815
208964.PA0105 208964.PA1554 461
208964.PA0105 208964.PA4265 343
208964.PA0105 208964.PA0362 394
208964.PA0105 208964.PA0517 391
208964.PA0105 208964.PA1321 358
208964.PA0105 208964.PA0007 391
208964.PA0105 208964.PA1734 391
208964.PA0105 208964.PA0108 920
208964.PA0105 208964.PA1553 572
208964.PA0105 208964.PA3297 165
208964.PA0105 208964.PA5568 464
208964.PA0105 208964.PA2078 391
208964.PA0105 208964.PA3327 373
208964.PA0105 208964.PA1234 456
208964.PA0105 208964.PA0509 825
208964.PA0105 208964.PA4133 461
208964.PA0105 208964.PA2642 444
208964.PA0105 208964.PA4882 284
208964.PA0105 208964.PA0519 825
208964.PA0105 208964.PA2424 373
208964.PA0105 208964.PA1451 815
208964.PA0105 208964.PA0114 576
208964.PA0105 208964.PA5248 446
208964.PA0105 208964.PA4017 438
208964.PA0105 208964.PA3710 290
208964.PA0105 208964.PA4100 290
208964.PA0105 208964.PA3961 165
208964.PA0105 208964.PA5354 197
208964.PA0105 208964.PA3868 343
208964.PA0105 208964.PA2644 394
208964.PA0105 208964.PA2648 503
208964.PA0105 208964.PA0106 941
208964.PA0105 208964.PA2482 171
208964.PA0105 208964.PA1552.1 234
208964.PA0105 208964.PA5355 197
208964.PA0105 208964.PA0516 319
208964.PA0105 208964.PA4692 284
208964.PA0105 208964.PA5474 551
208964.PA0105 208964.PA1883 435
208964.PA0105 208964.PA1176 394
208964.PA0105 208964.PA2714 267
208964.PA0105 208964.PA0113 358
208964.PA0105 208964.PA2290 212
208964.PA0105 208964.PA0536 815
208964.PA0105 208964.PA2966 373
208964.PA0105 208964.PA2643 503
208964.PA0105 208964.PA3875 361
208964.PA0105 208964.PA1556 572
208964.PA0105 208964.PA0524 347
208964.PA0105 208964.PA2638 508
208964.PA0105 208964.PA0523 391
208964.PA0105 208964.PA2637 435
208964.PA0105 208964.PA4571 925
208964.PA0105 208964.PA2481 846
208964.PA0105 208964.PA1319 920
208964.PA0105 208964.PA1779 267
208964.PA0105 208964.PA0333 438
208964.PA0105 208964.PA0371 551
208964.PA0106 208964.PA0521 771
208964.PA0106 208964.PA1451 544
208964.PA0106 208964.PA3930 360
208964.PA0106 208964.PA0519 391
208964.PA0106 208964.PA2424 388
208964.PA0106 208964.PA2642 479
208964.PA0106 208964.PA0509 391
208964.PA0106 208964.PA4133 360
208964.PA0106 208964.PA2644 442
208964.PA0106 208964.PA3929 360
208964.PA0106 208964.PA2648 572
208964.PA0106 208964.PA4429 765
208964.PA0106 208964.PA1317 840
208964.PA0106 208964.PA0105 941
208964.PA0106 208964.PA4619 391
208964.PA0106 208964.PA4017 476
208964.PA0106 208964.PA5248 391
208964.PA0106 208964.PA0007 391
208964.PA0106 208964.PA1321 150
208964.PA0106 208964.PA1552 495
208964.PA0106 208964.PA0517 391
208964.PA0106 208964.PA3334 388
208964.PA0106 208964.PA0362 442
208964.PA0106 208964.PA1554 360
208964.PA0106 208964.PA1584 224
208964.PA0106 208964.PA1450 544
208964.PA0106 208964.PA1941 391
208964.PA0106 208964.PA1856 360
208964.PA0106 208964.PA2641 572
208964.PA0106 208964.PA2640 572
208964.PA0106 208964.PA4430 843
208964.PA0106 208964.PA3785 680
208964.PA0106 208964.PA2078 391
208964.PA0106 208964.PA3327 388
208964.PA0106 208964.PA1557 360
208964.PA0106 208964.PA0108 771
208964.PA0106 208964.PA2639 868
208964.PA0106 208964.PA1734 391
208964.PA0106 208964.PA0372 577
208964.PA0106 208964.PA2077 391
208964.PA0106 208964.PA2649 519
208964.PA0106 208964.PA2966 388
208964.PA0106 208964.PA2643 572
208964.PA0106 208964.PA1983 391
208964.PA0106 208964.PA0113 150
208964.PA0106 208964.PA0536 544
208964.PA0106 208964.PA2400 388
208964.PA0106 208964.PA1320 830
208964.PA0106 208964.PA1319 847
208964.PA0106 208964.PA4431 765
208964.PA0106 208964.PA0371 577
208964.PA0106 208964.PA0333 476
208964.PA0106 208964.PA1555 495
208964.PA0106 208964.PA4571 444
208964.PA0106 208964.PA2637 479
208964.PA0106 208964.PA2638 565
208964.PA0106 208964.PA0523 391
208964.PA0106 208964.PA2193 479
208964.PA0106 208964.PA2266 391
208964.PA0106 208964.PA1883 479
208964.PA0106 208964.PA1176 442
208964.PA0106 208964.PA5474 577
208964.PA0106 208964.PA1869 388
208964.PA0106 208964.PA1600 391
208964.PA0107 208964.PA0372 156
208964.PA0107 208964.PA2639 420
208964.PA0107 208964.PA5474 156
208964.PA0107 208964.PA0112 900
208964.PA0107 208964.PA5320 196
208964.PA0107 208964.PA0371 156
208964.PA0107 208964.PA0113 900
208964.PA0107 208964.PA5560 272
208964.PA0107 208964.PA1321 900
208964.PA0108 208964.PA1555 345
208964.PA0108 208964.PA4571 345
208964.PA0108 208964.PA0105 920
208964.PA0108 208964.PA2637 442
208964.PA0108 208964.PA4429 689
208964.PA0108 208964.PA1317 778
208964.PA0108 208964.PA4431 644
208964.PA0108 208964.PA2644 396
208964.PA0108 208964.PA0371 489
208964.PA0108 208964.PA0333 433
208964.PA0108 208964.PA2648 514
208964.PA0108 208964.PA5248 345
208964.PA0108 208964.PA4017 433
208964.PA0108 208964.PA2638 504
208964.PA0108 208964.PA0523 345
208964.PA0108 208964.PA2193 442
208964.PA0108 208964.PA4619 345
208964.PA0108 208964.PA5560 421
208964.PA0108 208964.PA2649 538
208964.PA0108 208964.PA1451 455
208964.PA0108 208964.PA2077 345
208964.PA0108 208964.PA0509 345
208964.PA0108 208964.PA1320 632
208964.PA0108 208964.PA0536 455
208964.PA0108 208964.PA2642 442
208964.PA0108 208964.PA2400 351
208964.PA0108 208964.PA2966 351
208964.PA0108 208964.PA2643 514
208964.PA0108 208964.PA1983 345
208964.PA0108 208964.PA1318 771
208964.PA0108 208964.PA2424 351
208964.PA0108 208964.PA0519 345
208964.PA0108 208964.PA3785 581
208964.PA0108 208964.PA5568 165
208964.PA0108 208964.PA2078 345
208964.PA0108 208964.PA3327 351
208964.PA0108 208964.PA5474 489
208964.PA0108 208964.PA1176 396
208964.PA0108 208964.PA1883 442
208964.PA0108 208964.PA0372 489
208964.PA0108 208964.PA1600 345
208964.PA0108 208964.PA1734 345
208964.PA0108 208964.PA1869 351
208964.PA0108 208964.PA2639 852
208964.PA0108 208964.PA0362 396
208964.PA0108 208964.PA2266 345
208964.PA0108 208964.PA0517 345
208964.PA0108 208964.PA3334 351
208964.PA0108 208964.PA1552 345
208964.PA0108 208964.PA0007 345
208964.PA0108 208964.PA0106 771
208964.PA0108 208964.PA2641 514
208964.PA0108 208964.PA2640 514
208964.PA0108 208964.PA4430 644
208964.PA0108 208964.PA1941 345
208964.PA0108 208964.PA1450 455
208964.PA0110 208964.PA0371 266
208964.PA0110 208964.PA1317 155
208964.PA0110 208964.PA4429 315
208964.PA0110 208964.PA0105 155
208964.PA0110 208964.PA1865 382
208964.PA0110 208964.PA5560 241
208964.PA0110 208964.PA3535 382
208964.PA0110 208964.PA2639 408
208964.PA0110 208964.PA0372 266
208964.PA0110 208964.PA5474 266
208964.PA0110 208964.PA0112 349
208964.PA0110 208964.PA4243 491
208964.PA0110 208964.PA1482 167
208964.PA0110 208964.PA1242 382
208964.PA0111 208964.PA0307 416
